word1,word2,pos,sv_score,relation,cf_score,include
jump,flip,V,3.98,COHYPONYMS,0.835789103,1
magnify,see,V,3.98,NONE,0.860041089,1
argue,discuss,V,4.15,NONE,0.638117891,1
guess,know,V,1.83,NONE,0.594140573,1
remark,say,V,7.97,HYPER/HYPONYMS,0.699729526,1
burst,explode,V,8.13,SYNONYMS,0.26633879,1
notify,inform,V,8.75,HYPER/HYPONYMS,0.053829006,1
prepare,fix,V,3.15,HYPER/HYPONYMS,0.698719221,1
erode,decay,V,7.8,HYPER/HYPONYMS,0.737218676,1
do,participate,V,7.97,NONE,0.817957839,1
reduce,diminish,V,6.81,HYPER/HYPONYMS,0.115289045,1
explain,understand,V,1.66,NONE,0.6562453,1
crawl,run,V,1.33,COHYPONYMS,0.887705039,1
fasten,attach,V,8.47,HYPER/HYPONYMS,0.28517334,1
embarrass,blush,V,5.48,NONE,0.796794692,1
hurt,bite,V,4.48,HYPER/HYPONYMS,0.753748984,1
ignore,avoid,V,8.47,NONE,0.688004426,1
cry,sob,V,8.96,HYPER/HYPONYMS,0.292148403,1
flex,stretch,V,6.47,COHYPONYMS,0.754991479,1
deny,forbid,V,8.47,NONE,0.724533923,1
pinch,squeeze,V,6.64,SYNONYMS,0.611818651,1
conquer,win,V,7.47,NONE,0.266651859,1
grant,give,V,6.97,HYPER/HYPONYMS,0.512962632,1
perish,disappear,V,3.62,NONE,0.616587385,1
prohibit,ban,V,9.3,HYPER/HYPONYMS,0.01422249,1
shrink,reduce,V,9.13,SYNONYMS,0.223395444,1
command,tell,V,7.8,HYPER/HYPONYMS,0.895368124,1
teach,inform,V,6.81,HYPER/HYPONYMS,0.577298273,1
waste,decompose,V,4.81,NONE,0.746950453,1
demand,supply,V,3.15,NONE,1.056389456,1
cry,upset,V,5.98,NONE,0.717971934,1
suggest,say,V,5.81,HYPER/HYPONYMS,0.634038715,1
beg,need,V,3.65,NONE,0.796599004,1
lose,gain,V,0.33,ANTONYMS,1.129259411,1
abduct,kidnap,V,8.63,SYNONYMS,0.041578941,1
give,disown,V,0.5,NONE,0.955252942,1
sway,swing,V,7.47,SYNONYMS,0.462431734,1
urge,crave,V,4.15,NONE,0.713744777,1
broil,cook,V,6.97,HYPER/HYPONYMS,0.538478622,1
melt,defrost,V,8.8,HYPER/HYPONYMS,0.530385209,1
reproduce,breed,V,9.46,HYPER/HYPONYMS,0.128244514,1
invent,make,V,6.64,HYPER/HYPONYMS,0.573923052,1
spell,write,V,5.31,SYNONYMS,0.374995511,1
push,shove,V,9.3,HYPER/HYPONYMS,0.654827431,1
carry,hold,V,7.09,HYPER/HYPONYMS,0.647479413,1
slide,swing,V,3.49,COHYPONYMS,0.704506274,1
collect,keep,V,5.15,HYPER/HYPONYMS,0.874149712,1
stray,wander,V,7.47,SYNONYMS,0.587451855,1
remove,strip,V,7.47,HYPER/HYPONYMS,0.916391464,1
decompose,destroy,V,5.48,NONE,0.719831824,1
crackle,crunch,V,6.31,SYNONYMS,0.808333688,1
think,hesitate,V,2.99,NONE,0.844459685,1
pretend,imagine,V,6.97,NONE,0.619070693,1
bump,hit,V,7.3,HYPER/HYPONYMS,0.840634397,1
appear,come,V,3.65,NONE,0.636031918,1
examine,inspect,V,8.96,HYPER/HYPONYMS,0.230105742,1
increase,accelerate,V,5.89,HYPER/HYPONYMS,0.837714111,1
presume,believe,V,5.31,NONE,0.268227228,1
acknowledge,exist,V,2.32,NONE,0.910198727,1
grind,grate,V,6.47,SYNONYMS,0.806920653,1
pop,explode,V,6.97,NONE,0.951425644,1
tell,listen,V,0.66,NONE,0.650936525,1
drive,permit,V,1.16,NONE,0.878587775,1
break,unite,V,0.5,COHYPONYMS,1.023888855,1
smell,touch,V,1,COHYPONYMS,0.837260004,1
release,relax,V,4.48,NONE,0.824676848,1
beat,abuse,V,6.81,NONE,0.848521316,1
bother,aggravate,V,7.3,NONE,0.708418435,1
grasp,hold,V,9.3,HYPER/HYPONYMS,0.772950679,1
take,seize,V,8.13,HYPER/HYPONYMS,0.523196434,1
acquire,buy,V,7.3,HYPER/HYPONYMS,0.180872796,1
create,reproduce,V,5.15,HYPER/HYPONYMS,0.790919493,1
explode,blow,V,5.81,NONE,0.305919058,1
perceive,think,V,6.34,NONE,0.764808523,1
wander,search,V,6.97,NONE,0.755667482,1
whisper,scream,V,0.33,NONE,0.970945961,1
punch,drink,V,0.83,NONE,0.865083403,1
grab,pick,V,6.81,NONE,0.587990842,1
bend,stretch,V,6.14,NONE,0.729372791,1
pour,drip,V,3.15,HYPER/HYPONYMS,0.924817893,1
yell,announce,V,5.89,NONE,0.847945692,1
inform,ask,V,2.49,COHYPONYMS,0.815919572,1
acknowledge,accept,V,6.81,HYPER/HYPONYMS,0.293114519,1
repair,replace,V,2.66,NONE,0.920941306,1
destroy,corrupt,V,5.81,NONE,0.69416265,1
look,review,V,6.14,NONE,0.651839841,1
crush,grind,V,7.47,COHYPONYMS,0.242114289,1
do,stop,V,0.33,NONE,0.968213568,1
go,strive,V,2.57,NONE,0.795546549,1
pop,burst,V,8.8,HYPER/HYPONYMS,0.945604655,1
make,break,V,0.17,ANTONYMS,1.028223436,1
weave,knit,V,6.14,COHYPONYMS,0.249760143,1
lose,gamble,V,1.83,NONE,0.836784755,1
lean,lay,V,2.32,HYPER/HYPONYMS,0.907616069,1
determine,decide,V,7.8,HYPER/HYPONYMS,0.226092771,1
hurt,strain,V,5.81,NONE,0.911799626,1
adore,admire,V,7.8,NONE,0.606060959,1
pay,treat,V,5.15,NONE,0.716889631,1
usurp,use,V,1.49,NONE,0.902163858,1
wander,worry,V,1.66,NONE,0.767466963,1
disguise,hide,V,7.97,HYPER/HYPONYMS,0.197905489,1
steal,cheat,V,3.98,NONE,0.744177671,1
change,differ,V,5.81,NONE,0.502749522,1
observe,see,V,9.3,HYPER/HYPONYMS,0.568870451,1
cough,sneeze,V,3.15,NONE,0.592830181,1
prefer,want,V,6.14,NONE,0.756338072,1
leave,flee,V,7.8,HYPER/HYPONYMS,0.55679111,1
mistreat,hurt,V,6.14,NONE,0.659024943,1
kill,overpower,V,3.49,HYPER/HYPONYMS,0.847675624,1
cry,tease,V,1.51,NONE,0.861691114,1
defend,justify,V,6.81,HYPER/HYPONYMS,0.680314113,1
depart,go,V,9.63,SYNONYMS,0.583694372,1
design,invent,V,6.47,COHYPONYMS,0.505955792,1
knock,tap,V,5.31,SYNONYMS,0.909929981,1
let,do,V,0.66,NONE,0.73717931,1
disperse,separate,V,5.31,HYPER/HYPONYMS,0.738774081,1
reap,sow,V,0.66,NONE,0.733745153,1
squeak,squeal,V,7.47,NONE,0.35879087,1
begin,finish,V,1.83,ANTONYMS,1.103819436,1
throw,fling,V,8.3,HYPER/HYPONYMS,0.808226247,1
interrupt,break,V,4.65,SYNONYMS,0.328130656,1
justify,argue,V,5.48,HYPER/HYPONYMS,0.651173037,1
pluck,pull,V,6.47,HYPER/HYPONYMS,0.795925275,1
evaluate,judge,V,8.47,HYPER/HYPONYMS,0.664417067,1
diminish,shrink,V,6.97,HYPER/HYPONYMS,0.257790862,1
flush,embarrass,V,4.65,NONE,0.909684133,1
make,create,V,8.6,SYNONYMS,0.30975186,1
change,become,V,5.48,HYPER/HYPONYMS,0.868846775,1
advise,help,V,6.97,NONE,0.820055258,1
bump,knock,V,7.47,SYNONYMS,0.785942269,1
pounce,hit,V,2.49,NONE,0.697675497,1
crackle,snap,V,3.92,NONE,0.803269581,1
listen,watch,V,1.16,NONE,0.541759861,1
hurt,burn,V,2.99,HYPER/HYPONYMS,0.833285297,1
achieve,excel,V,7.64,NONE,0.933857842,1
surprise,overwhelm,V,4.81,NONE,0.887205461,1
leave,visit,V,1.99,NONE,0.786347531,1
arrest,suspect,V,3.82,NONE,0.787871629,1
accomplish,finish,V,6.97,HYPER/HYPONYMS,0.448181338,1
tell,predict,V,5.48,HYPER/HYPONYMS,0.723176903,1
spring,bounce,V,8.8,HYPER/HYPONYMS,1.005927322,1
accept,decline,V,0,ANTONYMS,1.041781927,1
laugh,enjoy,V,5.98,NONE,0.769752229,1
admit,say,V,4.98,NONE,0.634066948,1
win,overcome,V,5.31,NONE,0.66067084,1
portray,imitate,V,7.64,NONE,0.698944056,1
rip,mend,V,1.49,NONE,0.883837002,1
hold,stay,V,4.48,COHYPONYMS,0.578686489,1
choke,smother,V,6.14,NONE,0.076274544,1
cook,fry,V,6.64,HYPER/HYPONYMS,0.620541016,1
dunk,soak,V,5.48,COHYPONYMS,0.164334102,1
jump,pounce,V,7.97,NONE,0.420999399,1
help,scream,V,1.16,NONE,1.012939602,1
grab,snatch,V,7.97,COHYPONYMS,0.770096649,1
humiliate,laugh,V,0.17,NONE,0.8571028,1
review,read,V,4.32,NONE,0.905590895,1
wear,fit,V,4.81,NONE,0.841203083,1
confuse,frustrate,V,5.15,NONE,0.556854711,1
go,enter,V,5.81,NONE,0.953211913,1
repeat,mimic,V,8.13,NONE,0.504930339,1
fly,ascend,V,6.64,COHYPONYMS,0.945284237,1
do,dare,V,1.66,NONE,0.749674408,1
win,accomplish,V,5.81,HYPER/HYPONYMS,0.646232312,1
vanish,diminish,V,6.81,HYPER/HYPONYMS,0.6246534,1
dance,tap,V,2.66,HYPER/HYPONYMS,0.9440488,1
fit,trim,V,3.65,HYPER/HYPONYMS,0.763566692,1
send,give,V,5.48,HYPER/HYPONYMS,0.708532295,1
add,accumulate,V,8.47,COHYPONYMS,0.755410734,1
give,lend,V,6.49,HYPER/HYPONYMS,0.15546056,1
disappoint,betray,V,3.49,HYPER/HYPONYMS,0.226076486,1
forbid,stop,V,7.8,HYPER/HYPONYMS,0.761006675,1
blame,accuse,V,8.47,HYPER/HYPONYMS,0.245471782,1
recommend,tell,V,4.48,HYPER/HYPONYMS,0.709082033,1
win,dominate,V,3.65,NONE,0.612966878,1
dissolve,melt,V,6.31,HYPER/HYPONYMS,0.743146469,1
slither,crawl,V,6.81,COHYPONYMS,0.13792608,1
grab,seize,V,7.14,HYPER/HYPONYMS,0.303121475,1
swim,drown,V,1.49,SYNONYMS,0.771369358,1
discover,invent,V,5.31,NONE,0.765838764,1
tell,remind,V,5.64,NONE,0.483300949,1
call,talk,V,4.98,HYPER/HYPONYMS,0.774557848,1
justify,explain,V,8.13,HYPER/HYPONYMS,0.607299229,1
tease,play,V,5.48,NONE,0.832765343,1
fill,cover,V,3.49,NONE,0.614313788,1
help,warn,V,3.82,NONE,0.981472234,1
put,give,V,2.99,HYPER/HYPONYMS,0.632188588,1
avoid,shun,V,7.47,HYPER/HYPONYMS,0.878930359,1
relax,soothe,V,6.31,NONE,0.260933597,1
hate,despise,V,9.46,HYPER/HYPONYMS,0.193644572,1
understand,clarify,V,4.15,NONE,0.747944922,1
fix,heal,V,7.09,NONE,0.266511177,1
capture,release,V,0.66,NONE,0.831078951,1
achieve,strive,V,4.15,NONE,0.578815864,1
condemn,ridicule,V,4.48,NONE,0.757322757,1
educate,inform,V,8.47,HYPER/HYPONYMS,0.316644138,1
upset,disappoint,V,6.97,NONE,0.507553978,1
reduce,subtract,V,8.8,HYPER/HYPONYMS,0.85313917,1
follow,trail,V,7.47,HYPER/HYPONYMS,0.804638122,1
hustle,dance,V,3.82,NONE,0.817495263,1
cast,break,V,1.33,NONE,0.879336095,1
greet,meet,V,5.98,NONE,0.80396424,1
breathe,exhale,V,7.8,HYPER/HYPONYMS,0.302383936,1
attend,come,V,8.75,COHYPONYMS,0.80059141,1
hurt,insult,V,5.81,HYPER/HYPONYMS,0.785506439,1
strive,seek,V,6.97,HYPER/HYPONYMS,0.052913092,1
mend,heal,V,6.81,SYNONYMS,0.233068969,1
steal,snatch,V,6.34,NONE,0.762865815,1
lie,lay,V,6.31,SYNONYMS,0.933337215,1
stop,wait,V,5.31,NONE,0.867161295,1
incline,rise,V,3.62,NONE,0.851043403,1
swim,meet,V,0.5,NONE,0.890617085,1
change,turn,V,4.15,HYPER/HYPONYMS,0.660558396,1
forgive,beg,V,0.66,NONE,0.656960445,1
hide,scare,V,2.16,NONE,0.79647873,1
rearrange,move,V,8.3,HYPER/HYPONYMS,0.761876747,1
build,construct,V,9.96,SYNONYMS,0.108258088,1
hit,attack,V,6.81,HYPER/HYPONYMS,0.455249812,1
criticize,offend,V,3.32,NONE,0.638140362,1
lick,taste,V,4.98,NONE,0.705304537,1
succeed,achieve,V,7.8,HYPER/HYPONYMS,0.552377019,1
exchange,return,V,5.48,NONE,0.794183,1
annoy,disturb,V,7.3,NONE,0.150421586,1
broil,burn,V,2.66,NONE,0.70495612,1
convince,agree,V,1.16,NONE,0.763565361,1
complain,annoy,V,2.66,NONE,0.656682685,1
slap,pat,V,2.99,NONE,0.86265578,1
fasten,loosen,V,0.33,NONE,0.786457765,1
overcome,triumph,V,8.63,NONE,0.884228847,1
scratch,scribble,V,4.15,NONE,0.715376574,1
crash,smash,V,6.81,COHYPONYMS,0.500005923,1
sip,swallow,V,5.15,NONE,0.858870235,1
sniff,scratch,V,0.5,NONE,0.705260374,1
decide,analyze,V,2.66,NONE,0.778398381,1
swap,fly,V,1,COHYPONYMS,0.972772562,1
avoid,miss,V,9.13,HYPER/HYPONYMS,0.951236064,1
try,convince,V,1.83,NONE,0.718937449,1
enjoy,live,V,2.82,NONE,0.812867092,1
respect,acknowledge,V,4.98,COHYPONYMS,0.774450746,1
concentrate,learn,V,3.49,NONE,0.836346432,1
perish,die,V,9.46,SYNONYMS,0.225923168,1
slip,slide,V,5.73,SYNONYMS,0.230799981,1
irritate,bother,V,8.63,SYNONYMS,0.191431506,1
destroy,make,V,2.26,NONE,0.918388436,1
divide,separate,V,7.97,SYNONYMS,0.581442322,1
lounge,relax,V,7.8,NONE,0.90511153,1
appear,show,V,4.98,HYPER/HYPONYMS,0.324362796,1
toss,catch,V,3.49,NONE,0.764913229,1
leap,bound,V,7.64,SYNONYMS,0.975898782,1
change,shift,V,6.81,HYPER/HYPONYMS,0.122422506,1
hurt,disappoint,V,5.15,NONE,0.742069197,1
conquer,control,V,6.47,HYPER/HYPONYMS,0.900436683,1
despair,cry,V,5.64,NONE,0.668486536,1
divide,split,V,9.3,SYNONYMS,0.044330125,1
bluff,lie,V,7.14,NONE,0.585435717,1
sip,slurp,V,5.81,NONE,0.678432917,1
cook,poach,V,3.92,HYPER/HYPONYMS,0.569024357,1
smash,crush,V,9.46,SYNONYMS,0.279523651,1
sneeze,sniff,V,2.82,NONE,0.619025606,1
throw,kick,V,1.66,COHYPONYMS,0.628707711,1
flap,cover,V,0.66,NONE,0.876505497,1
dip,chew,V,1.99,NONE,0.873105778,1
pull,press,V,2.49,ANTONYMS,0.913757837,1
embarrass,insult,V,5.15,NONE,0.329796621,1
talk,persuade,V,4.15,NONE,0.77179528,1
disguise,cover,V,5.58,COHYPONYMS,0.80511345,1
shine,rise,V,2.16,NONE,0.901117757,1
hold,seize,V,4.81,NONE,0.683848194,1
get,give,V,1.49,HYPER/HYPONYMS,0.815205116,1
attend,leave,V,1.16,NONE,0.962216632,1
prosper,gain,V,7.3,NONE,0.57157995,1
predict,guess,V,7.8,HYPER/HYPONYMS,0.676677087,1
hamper,bother,V,4.98,NONE,0.53539303,1
move,walk,V,6.81,HYPER/HYPONYMS,0.884841453,1
stir,blend,V,7.14,NONE,0.326262117,1
leave,travel,V,5.98,NONE,0.808840844,1
hesitate,pause,V,8.13,SYNONYMS,0.760363675,1
tap,rap,V,4.48,SYNONYMS,1.006227416,1
combine,add,V,7.64,HYPER/HYPONYMS,0.646261509,1
like,enjoy,V,8.63,HYPER/HYPONYMS,0.349826608,1
travel,fly,V,5.48,HYPER/HYPONYMS,0.776295094,1
move,haul,V,7.14,HYPER/HYPONYMS,0.892730582,1
die,condemn,V,1.33,NONE,0.839618029,1
sting,bite,V,3.32,SYNONYMS,0.491982895,1
build,accumulate,V,3.98,NONE,0.844234166,1
wear,adorn,V,3.98,NONE,0.805090259,1
pick,prefer,V,6.47,NONE,0.604920109,1
wag,move,V,3.62,HYPER/HYPONYMS,0.735222067,1
send,return,V,1.99,HYPER/HYPONYMS,0.867113487,1
hurt,squeeze,V,2.82,NONE,0.862799675,1
separate,remove,V,5.15,NONE,0.762648425,1
ignore,forget,V,2.32,NONE,0.201972318,1
depend,rely,V,9.46,HYPER/HYPONYMS,0.004540801,1
release,give,V,3.32,COHYPONYMS,0.88150582,1
soak,drench,V,9.13,SYNONYMS,0.597523091,1
advance,pay,V,2.99,NONE,0.814994828,1
catch,lose,V,1,NONE,0.903645758,1
roam,follow,V,2.82,NONE,0.752703806,1
read,spell,V,1.33,NONE,0.834965649,1
excel,win,V,6.14,NONE,0.829663276,1
forbid,allow,V,0.17,ANTONYMS,1.025664979,1
tan,burn,V,3.65,NONE,0.991578821,1
pause,stop,V,6.64,COHYPONYMS,0.450356876,1
confess,deny,V,0,NONE,0.914909892,1
express,say,V,6.31,HYPER/HYPONYMS,0.431780099,1
change,rearrange,V,7.3,NONE,0.770478141,1
win,defeat,V,1.49,NONE,0.701765224,1
disintegrate,destroy,V,6.97,NONE,0.526361191,1
prohibit,allow,V,0.5,ANTONYMS,0.926709864,1
allow,ban,V,1.49,NONE,0.917092002,1
swallow,gulp,V,8.13,COHYPONYMS,0.548057791,1
shuffle,ride,V,1,NONE,0.994416891,1
argue,agree,V,1.66,NONE,0.775007839,1
slip,cover,V,2.16,NONE,0.840789249,1
punish,scold,V,6.94,NONE,0.74855887,1
fall,stand,V,0.83,COHYPONYMS,0.951538592,1
confess,tell,V,6.31,NONE,0.46566316,1
condemn,punish,V,6.14,NONE,0.633364674,1
fade,tarnish,V,2.49,NONE,0.687280561,1
fade,disappear,V,8.3,HYPER/HYPONYMS,0.140091794,1
urge,suggest,V,5.89,HYPER/HYPONYMS,0.718272448,1
confuse,explain,V,1.16,NONE,0.78016999,1
demolish,break,V,7.47,NONE,0.811189491,1
attend,go,V,7.14,COHYPONYMS,0.950297717,1
rap,knock,V,6.64,HYPER/HYPONYMS,0.873789026,1
direct,steer,V,6.97,SYNONYMS,0.591050876,1
transplant,replace,V,4.98,NONE,0.922368732,1
hurt,soar,V,0.66,NONE,1.016504099,1
crunch,break,V,4.81,HYPER/HYPONYMS,0.71017817,1
warn,tell,V,6.14,HYPER/HYPONYMS,0.612052632,1
recruit,get,V,6.47,HYPER/HYPONYMS,0.910863988,1
decorate,adorn,V,6.81,SYNONYMS,0.00345281,1
run,hustle,V,3.15,COHYPONYMS,0.926167679,1
have,give,V,1.49,SYNONYMS,0.824199136,1
sip,stir,V,1.16,NONE,1.004372072,1
chop,grate,V,3.49,NONE,0.777482752,1
suspect,think,V,6.64,HYPER/HYPONYMS,0.803456518,1
hate,like,V,1.16,NONE,0.971627156,1
aim,shoot,V,3.32,NONE,0.868521945,1
fix,alter,V,4.32,HYPER/HYPONYMS,0.89376539,1
compete,fight,V,6.14,NONE,0.70001739,1
ridicule,criticize,V,5.15,NONE,0.68286953,1
obtain,acquire,V,9.79,HYPER/HYPONYMS,0.232112751,1
succeed,prosper,V,7.8,NONE,0.230629377,1
glide,fly,V,7.14,HYPER/HYPONYMS,0.699853931,1
duplicate,repeat,V,7.14,SYNONYMS,0.341669414,1
gather,recruit,V,5.48,NONE,0.857743564,1
replace,give,V,1.83,NONE,0.909485153,1
ask,try,V,1.33,NONE,0.665695404,1
make,prepare,V,7.3,HYPER/HYPONYMS,0.583810796,1
touch,pat,V,7.3,HYPER/HYPONYMS,0.863931812,1
show,hide,V,2.16,ANTONYMS,1.036311735,1
remember,remind,V,5.98,NONE,0.19725734,1
disintegrate,integrate,V,1.06,ANTONYMS,1.071478355,1
annihilate,demolish,V,8.6,NONE,0.193904876,1
hit,knock,V,5.98,HYPER/HYPONYMS,0.294969187,1
cry,humiliate,V,2.16,NONE,0.842781681,1
testify,judge,V,3.15,NONE,0.831172296,1
call,notify,V,5.64,NONE,0.781445159,1
forget,remember,V,0.17,ANTONYMS,1.21196242,1
talk,participate,V,3.98,NONE,0.741967844,1
spend,use,V,3.49,NONE,0.763780909,1
try,succeed,V,3.98,NONE,0.714667107,1
punish,spank,V,5.89,NONE,0.613222227,1
grow,raise,V,7.14,SYNONYMS,0.22064147,1
steal,lie,V,2.66,NONE,0.877497293,1
blur,see,V,1.49,NONE,0.962347057,1
holler,scold,V,4.65,NONE,0.489528127,1
descend,fall,V,8.3,SYNONYMS,0.76903859,1
jump,leap,V,9.63,SYNONYMS,0.007194075,1
recruit,join,V,3.98,NONE,0.762947451,1
fight,hit,V,6.31,HYPER/HYPONYMS,0.790837615,1
shake,bake,V,0.17,NONE,0.939630006,1
decide,choose,V,8.8,HYPER/HYPONYMS,0.312788211,1
do,achieve,V,6.81,NONE,0.46107511,1
fight,struggle,V,5.81,SYNONYMS,0.054681915,1
think,guess,V,2.99,SYNONYMS,0.235237255,1
define,clarify,V,7.3,NONE,0.585251428,1
speak,talk,V,9.3,SYNONYMS,0.162168702,1
separate,split,V,9.13,SYNONYMS,0.464346509,1
cast,play,V,4.48,NONE,0.933666715,1
condemn,damn,V,9.63,NONE,0.898277028,1
replace,remove,V,3.15,NONE,0.78250243,1
throw,chuck,V,8.47,HYPER/HYPONYMS,0.898066792,1
accept,take,V,8.3,SYNONYMS,0.534504324,1
strain,struggle,V,6.97,HYPER/HYPONYMS,0.87174065,1
steer,veer,V,3.49,NONE,0.855804701,1
break,burst,V,5.31,HYPER/HYPONYMS,0.600848416,1
criticize,hate,V,2.66,NONE,0.776081286,1
burn,fry,V,5.81,NONE,0.893950211,1
attack,pounce,V,5.98,NONE,0.707819567,1
sip,taste,V,4.48,NONE,0.929693043,1
hope,despair,V,0.33,ANTONYMS,1.041628839,1
decorate,change,V,4.48,HYPER/HYPONYMS,0.94790005,1
say,tell,V,7.47,SYNONYMS,0.114186772,1
originate,create,V,5.64,HYPER/HYPONYMS,0.754377234,1
lie,believe,V,0.17,NONE,0.942527172,1
hurt,sting,V,4.81,HYPER/HYPONYMS,0.788093612,1
crash,break,V,5.64,HYPER/HYPONYMS,0.623591231,1
remove,leave,V,4.48,NONE,0.766909564,1
hold,release,V,1.16,ANTONYMS,1.04830795,1
walk,ride,V,1,ANTONYMS,0.672770554,1
urge,want,V,3.32,NONE,0.707031465,1
make,construct,V,7.97,HYPER/HYPONYMS,0.664723741,1
fix,solve,V,7.47,NONE,0.317423233,1
promise,break,V,0.33,NONE,0.940292057,1
leave,arrive,V,0.17,ANTONYMS,1.067168673,1
pretend,play,V,5.31,HYPER/HYPONYMS,0.734421677,1
explode,erupt,V,8.3,HYPER/HYPONYMS,0.266994227,1
agree,accept,V,6.81,HYPER/HYPONYMS,0.261257798,1
steal,borrow,V,2.49,NONE,0.850554861,1
learn,think,V,5.64,NONE,0.730979822,1
turn,stir,V,4.68,COHYPONYMS,0.705033538,1
presume,guess,V,6.97,NONE,0.106700994,1
munch,crunch,V,6.14,SYNONYMS,1.026654283,1
pay,receive,V,1.83,NONE,0.646536815,1
destroy,condemn,V,1.16,NONE,0.874150302,1
admit,confess,V,9.13,HYPER/HYPONYMS,0.116394979,1
integrate,blend,V,7.3,NONE,0.638221463,1
crack,break,V,7.64,SYNONYMS,0.607425869,1
respect,salute,V,4.81,NONE,0.774154509,1
rearrange,fix,V,2.32,NONE,0.87094895,1
move,hustle,V,4.65,HYPER/HYPONYMS,0.849965108,1
snap,bite,V,6.47,HYPER/HYPONYMS,0.803575966,1
excuse,lie,V,3.82,NONE,0.795638065,1
dominate,control,V,7.8,HYPER/HYPONYMS,0.920482931,1
speak,communicate,V,8.47,HYPER/HYPONYMS,0.617900917,1
destroy,restore,V,0.83,NONE,0.844300784,1
despair,help,V,0.15,NONE,0.961570051,1
bump,push,V,3.62,NONE,0.821130011,1
persuade,change,V,4.65,HYPER/HYPONYMS,1.030461409,1
hurt,sprain,V,5.81,HYPER/HYPONYMS,0.616452034,1
divide,subtract,V,2.16,COHYPONYMS,0.891866586,1
understand,develop,V,3.15,NONE,0.754245238,1
bother,disturb,V,8.13,HYPER/HYPONYMS,0.13770076,1
gamble,waste,V,3.15,NONE,0.903516512,1
explain,excuse,V,2.32,SYNONYMS,0.684635933,1
calculate,determine,V,6.47,NONE,0.478632255,1
offend,defend,V,1,NONE,0.84674982,1
comfort,soothe,V,7.3,SYNONYMS,0.413302229,1
connect,join,V,8.63,HYPER/HYPONYMS,0.613701704,1
dip,dunk,V,7.3,SYNONYMS,0.634166096,1
grasp,clench,V,8.8,NONE,0.68884637,1
hold,squeeze,V,3.15,HYPER/HYPONYMS,0.924380501,1
hurry,hustle,V,5.98,NONE,0.804717375,1
strain,drain,V,3.49,NONE,0.849145683,1
sing,perform,V,4.98,HYPER/HYPONYMS,0.859329908,1
kill,smother,V,4.81,HYPER/HYPONYMS,0.813622081,1
say,reply,V,6.47,HYPER/HYPONYMS,0.812427317,1
look,seek,V,8.13,NONE,0.587089156,1
put,lay,V,4.98,SYNONYMS,0.645351194,1
think,analyze,V,7.97,NONE,0.764414446,1
giggle,laugh,V,9.3,HYPER/HYPONYMS,0.213347824,1
comfort,snuggle,V,6.97,NONE,0.689483435,1
hate,kill,V,1.33,NONE,0.845543147,1
despise,like,V,1.33,NONE,0.812909755,1
grant,assume,V,1.99,NONE,0.867771046,1
deny,accuse,V,1.66,NONE,0.86137133,1
admire,like,V,8.8,NONE,0.656965081,1
rely,need,V,3.82,NONE,0.783514844,1
die,disintegrate,V,3.15,NONE,0.841492381,1
squeeze,hug,V,6.64,SYNONYMS,0.788875933,1
speak,remark,V,6.64,NONE,0.658138527,1
climb,ascend,V,8.3,COHYPONYMS,0.153163372,1
seem,look,V,3.98,SYNONYMS,0.363468699,1
live,survive,V,6.81,SYNONYMS,0.31331985,1
exchange,barter,V,7.64,HYPER/HYPONYMS,0.332703413,1
go,wait,V,0.3,COHYPONYMS,0.822190892,1
fold,bend,V,8.13,NONE,0.213428254,1
let,give,V,4.81,HYPER/HYPONYMS,0.405454001,1
waste,want,V,0.33,NONE,0.848228683,1
increase,decline,V,0.5,NONE,1.001203021,1
look,perceive,V,4.98,NONE,0.712601958,1
pause,break,V,6.64,HYPER/HYPONYMS,0.311026996,1
drift,sway,V,5.43,NONE,0.647338748,1
develop,build,V,7.47,HYPER/HYPONYMS,0.441564146,1
request,ask,V,8.3,HYPER/HYPONYMS,0.080404774,1
roam,wander,V,9.13,SYNONYMS,0.115556465,1
fail,cheat,V,1.33,NONE,0.59987947,1
sing,rejoice,V,3.15,NONE,0.772325552,1
accumulate,gather,V,8.96,SYNONYMS,0.633495824,1
succeed,attempt,V,2.16,NONE,0.714431269,1
save,spare,V,5.98,SYNONYMS,0.381007475,1
prohibit,forbid,V,9.46,SYNONYMS,0.013119488,1
wander,drift,V,8.13,SYNONYMS,0.669889515,1
grab,grasp,V,7.47,NONE,0.479360968,1
attack,hurt,V,6.31,NONE,0.770324599,1
forgive,forget,V,1,NONE,0.763974381,1
obey,listen,V,5.81,HYPER/HYPONYMS,0.686533009,1
like,dislike,V,0.17,ANTONYMS,1.07984252,1
bounce,jump,V,6.81,HYPER/HYPONYMS,0.285263898,1
throw,toss,V,8.6,HYPER/HYPONYMS,0.102160732,1
argue,disprove,V,6.47,NONE,0.511106574,1
defrost,cook,V,1.66,NONE,0.778542481,1
seek,hide,V,0.17,NONE,0.83259914,1
wreck,destroy,V,9.13,HYPER/HYPONYMS,0.239250014,1
buzz,fly,V,3.65,HYPER/HYPONYMS,0.796011693,1
stop,move,V,0,NONE,1.029841321,1
debate,argue,V,7.97,SYNONYMS,0.67101834,1
break,split,V,7.47,HYPER/HYPONYMS,0.703510995,1
lose,stray,V,2.82,NONE,0.838294861,1
draw,design,V,5.81,COHYPONYMS,0.791253293,1
worry,concern,V,7.8,SYNONYMS,0.21736756,1
