word1,word2,pos,sv_score,relation,cf_score
kick,hurt,V,3.98,NONE,0.8068085866778942
incline,decline,V,0.33,NONE,0.7653939713096328
leave,ascend,V,0.66,COHYPONYMS,0.9500686343869204
be,become,V,5.81,NONE,0.3157787133154427
hypnotize,control,V,5.48,NONE,1.0185751903307572
leave,return,V,0.15,NONE,0.8417970466459874
despair,upset,V,3.65,NONE,0.6222799631266007
determine,guess,V,1.99,NONE,0.7771836190323449
beg,ask,V,4.48,COHYPONYMS,0.633492725604887
kneel,bend,V,4.81,NONE,0.8155351662457551
pelt,hit,V,6.81,NONE,0.8523983990771155
lie,admit,V,3.32,NONE,0.9043340989513411
pinch,punch,V,2.99,NONE,0.7484686348501411
hit,pat,V,3.98,NONE,0.8481751814589471
prosecute,charge,V,6.31,NONE,0.513413902788848
convince,explain,V,5.31,NONE,0.7578511334527944
retain,keep,V,9.46,HYPER/HYPONYMS,0.14596509999503382
magnify,look,V,5.81,NONE,0.8456019385844333
join,unite,V,9.3,HYPER/HYPONYMS,0.3171804603621512
differ,disagree,V,8.3,SYNONYMS,0.2805321276485234
lie,disbelieve,V,1.49,NONE,0.9282452167047339
annoy,mimic,V,1.33,NONE,0.8058681575498541
retain,hold,V,8.13,HYPER/HYPONYMS,0.3409849899113294
exist,live,V,8.3,SYNONYMS,0.7049781601698397
keep,find,V,3.49,NONE,0.9619083610185816
receive,take,V,5.98,HYPER/HYPONYMS,0.6600955262298674
know,think,V,2.57,HYPER/HYPONYMS,0.5274263887144113
send,get,V,1.83,NONE,0.8601672013539885
recommend,suggest,V,8.47,HYPER/HYPONYMS,0.43565990697553547
beat,whip,V,5.81,HYPER/HYPONYMS,0.7370735856986301
pelt,throw,V,5.98,HYPER/HYPONYMS,0.7959179362681303
win,lose,V,1.66,ANTONYMS,1.066339002942824
hit,punch,V,7.64,HYPER/HYPONYMS,0.5000535402881536
appear,reappear,V,4.65,HYPER/HYPONYMS,0.8437924758484789
like,adore,V,5.15,NONE,0.23642553272944622
jump,flip,V,3.98,COHYPONYMS,0.8357891027570248
magnify,see,V,3.98,NONE,0.8600410894071722
argue,discuss,V,4.15,NONE,0.6381178909711644
guess,know,V,1.83,NONE,0.5941405729285809
remark,say,V,7.97,HYPER/HYPONYMS,0.699729526029105
burst,explode,V,8.13,SYNONYMS,0.2663387896577941
notify,inform,V,8.75,HYPER/HYPONYMS,0.05382900644829147
prepare,fix,V,3.15,HYPER/HYPONYMS,0.6987192209069928
erode,decay,V,7.8,HYPER/HYPONYMS,0.7372186764465054
do,participate,V,7.97,NONE,0.8179578387206992
reduce,diminish,V,6.81,HYPER/HYPONYMS,0.11528904499442927
explain,understand,V,1.66,NONE,0.6562453004018967
crawl,run,V,1.33,COHYPONYMS,0.8877050394315465
fasten,attach,V,8.47,HYPER/HYPONYMS,0.28517333980628656
embarrass,blush,V,5.48,NONE,0.796794691920838
hurt,bite,V,4.48,HYPER/HYPONYMS,0.7537489839257031
ignore,avoid,V,8.47,NONE,0.6880044260310574
cry,sob,V,8.96,HYPER/HYPONYMS,0.292148403128892
flex,stretch,V,6.47,COHYPONYMS,0.7549914792754763
deny,forbid,V,8.47,NONE,0.7245339228834176
pinch,squeeze,V,6.64,SYNONYMS,0.6118186506693899
conquer,win,V,7.47,NONE,0.26665185868690033
grant,give,V,6.97,HYPER/HYPONYMS,0.5129626323457928
perish,disappear,V,3.62,NONE,0.6165873852427824
prohibit,ban,V,9.3,HYPER/HYPONYMS,0.014222489845526987
shrink,reduce,V,9.13,SYNONYMS,0.22339544365394304
command,tell,V,7.8,HYPER/HYPONYMS,0.8953681240685624
teach,inform,V,6.81,HYPER/HYPONYMS,0.5772982734426282
waste,decompose,V,4.81,NONE,0.7469504529252101
demand,supply,V,3.15,NONE,1.0563894561086329
cry,upset,V,5.98,NONE,0.717971933761916
suggest,say,V,5.81,HYPER/HYPONYMS,0.634038714599477
beg,need,V,3.65,NONE,0.7965990035145357
lose,gain,V,0.33,ANTONYMS,1.1292594108366136
abduct,kidnap,V,8.63,SYNONYMS,0.041578941226776855
give,disown,V,0.5,NONE,0.9552529422124606
sway,swing,V,7.47,SYNONYMS,0.4624317335393816
urge,crave,V,4.15,NONE,0.7137447774603103
broil,cook,V,6.97,HYPER/HYPONYMS,0.5384786219697488
disallow,forbid,V,8.8,SYNONYMS,99999.0
melt,defrost,V,8.8,HYPER/HYPONYMS,0.5303852087995721
reproduce,breed,V,9.46,HYPER/HYPONYMS,0.12824451381040913
invent,make,V,6.64,HYPER/HYPONYMS,0.5739230523939738
spell,write,V,5.31,SYNONYMS,0.37499551068406534
push,shove,V,9.3,HYPER/HYPONYMS,0.6548274313348167
carry,hold,V,7.09,HYPER/HYPONYMS,0.6474794125128833
slide,swing,V,3.49,COHYPONYMS,0.7045062741459959
collect,keep,V,5.15,HYPER/HYPONYMS,0.874149712050327
stray,wander,V,7.47,SYNONYMS,0.5874518549655158
remove,strip,V,7.47,HYPER/HYPONYMS,0.9163914635067995
decompose,destroy,V,5.48,NONE,0.7198318240480586
crackle,crunch,V,6.31,SYNONYMS,0.8083336880280653
think,hesitate,V,2.99,NONE,0.844459684767627
pretend,imagine,V,6.97,NONE,0.6190706931531189
bump,hit,V,7.3,HYPER/HYPONYMS,0.8406343969673686
appear,come,V,3.65,NONE,0.6360319183596508
examine,inspect,V,8.96,HYPER/HYPONYMS,0.23010574216250967
increase,accelerate,V,5.89,HYPER/HYPONYMS,0.8377141111326014
presume,believe,V,5.31,NONE,0.2682272276936297
acknowledge,exist,V,2.32,NONE,0.9101987270851829
grind,grate,V,6.47,SYNONYMS,0.8069206533449581
pop,explode,V,6.97,NONE,0.951425643660535
tell,listen,V,0.66,NONE,0.6509365250399328
drive,permit,V,1.16,NONE,0.8785877747600045
break,unite,V,0.5,COHYPONYMS,1.0238888554983028
smell,touch,V,1.0,COHYPONYMS,0.8372600042848579
release,relax,V,4.48,NONE,0.8246768478342543
beat,abuse,V,6.81,NONE,0.848521316069972
bother,aggravate,V,7.3,NONE,0.7084184352341119
grasp,hold,V,9.3,HYPER/HYPONYMS,0.7729506790689976
take,seize,V,8.13,HYPER/HYPONYMS,0.5231964344272435
acquire,buy,V,7.3,HYPER/HYPONYMS,0.18087279563694203
create,reproduce,V,5.15,HYPER/HYPONYMS,0.7909194931575133
explode,blow,V,5.81,NONE,0.3059190579005202
perceive,think,V,6.34,NONE,0.7648085234986016
wander,search,V,6.97,NONE,0.7556674822004295
whisper,scream,V,0.33,NONE,0.9709459612117064
punch,drink,V,0.83,NONE,0.8650834033664967
grab,pick,V,6.81,NONE,0.5879908420764617
bend,stretch,V,6.14,NONE,0.7293727912103991
pour,drip,V,3.15,HYPER/HYPONYMS,0.9248178928084033
yell,announce,V,5.89,NONE,0.8479456918647665
inform,ask,V,2.49,COHYPONYMS,0.8159195718912959
acknowledge,accept,V,6.81,HYPER/HYPONYMS,0.29311451918846687
repair,replace,V,2.66,NONE,0.9209413063747912
destroy,corrupt,V,5.81,NONE,0.694162650432156
look,review,V,6.14,NONE,0.651839841290841
crush,grind,V,7.47,COHYPONYMS,0.2421142886829939
do,stop,V,0.33,NONE,0.9682135681327773
go,strive,V,2.57,NONE,0.7955465487107235
pop,burst,V,8.8,HYPER/HYPONYMS,0.945604655283381
make,break,V,0.17,ANTONYMS,1.02822343580297
weave,knit,V,6.14,COHYPONYMS,0.2497601432011083
lose,gamble,V,1.83,NONE,0.8367847551653945
lean,lay,V,2.32,HYPER/HYPONYMS,0.9076160689536432
determine,decide,V,7.8,HYPER/HYPONYMS,0.2260927708479038
hurt,strain,V,5.81,NONE,0.9117996264851393
adore,admire,V,7.8,NONE,0.6060609591382344
pay,treat,V,5.15,NONE,0.716889630692492
usurp,use,V,1.49,NONE,0.9021638579157818
wander,worry,V,1.66,NONE,0.7674669630639863
disguise,hide,V,7.97,HYPER/HYPONYMS,0.19790548948803544
steal,cheat,V,3.98,NONE,0.7441776710986571
change,differ,V,5.81,NONE,0.5027495224054068
observe,see,V,9.3,HYPER/HYPONYMS,0.568870450682322
cough,sneeze,V,3.15,NONE,0.5928301814432096
prefer,want,V,6.14,NONE,0.7563380721112555
leave,flee,V,7.8,HYPER/HYPONYMS,0.5567911099491145
mistreat,hurt,V,6.14,NONE,0.6590249433717861
kill,overpower,V,3.49,HYPER/HYPONYMS,0.8476756244445776
cry,tease,V,1.51,NONE,0.8616911141492644
defend,justify,V,6.81,HYPER/HYPONYMS,0.6803141126711512
depart,go,V,9.63,SYNONYMS,0.5836943716221621
design,invent,V,6.47,COHYPONYMS,0.5059557915332051
knock,tap,V,5.31,SYNONYMS,0.9099299806658773
let,do,V,0.66,NONE,0.7371793095184845
disperse,separate,V,5.31,HYPER/HYPONYMS,0.738774080887623
reap,sow,V,0.66,NONE,0.7337451531302319
squeak,squeal,V,7.47,NONE,0.3587908700694079
begin,finish,V,1.83,ANTONYMS,1.1038194364730012
throw,fling,V,8.3,HYPER/HYPONYMS,0.8082262473502478
interrupt,break,V,4.65,SYNONYMS,0.3281306564571439
justify,argue,V,5.48,HYPER/HYPONYMS,0.6511730370290008
pluck,pull,V,6.47,HYPER/HYPONYMS,0.7959252747594239
evaluate,judge,V,8.47,HYPER/HYPONYMS,0.664417067088459
diminish,shrink,V,6.97,HYPER/HYPONYMS,0.2577908621713445
flush,embarrass,V,4.65,NONE,0.9096841330061336
make,create,V,8.6,SYNONYMS,0.30975186017697054
change,become,V,5.48,HYPER/HYPONYMS,0.8688467749327337
advise,help,V,6.97,NONE,0.8200552584649294
bump,knock,V,7.47,SYNONYMS,0.7859422692549731
pounce,hit,V,2.49,NONE,0.6976754973354105
crackle,snap,V,3.92,NONE,0.8032695809731293
listen,watch,V,1.16,NONE,0.5417598608620927
hurt,burn,V,2.99,HYPER/HYPONYMS,0.8332852966815315
achieve,excel,V,7.64,NONE,0.933857842131971
surprise,overwhelm,V,4.81,NONE,0.8872054611937908
leave,visit,V,1.99,NONE,0.7863475313217394
arrest,suspect,V,3.82,NONE,0.7878716285919196
accomplish,finish,V,6.97,HYPER/HYPONYMS,0.4481813378840045
tell,predict,V,5.48,HYPER/HYPONYMS,0.7231769030399914
spring,bounce,V,8.8,HYPER/HYPONYMS,1.0059273221124096
accept,decline,V,0.0,ANTONYMS,1.0417819271917848
laugh,enjoy,V,5.98,NONE,0.7697522292171982
admit,say,V,4.98,NONE,0.6340669476675783
win,overcome,V,5.31,NONE,0.6606708395183638
portray,imitate,V,7.64,NONE,0.6989440557124723
rip,mend,V,1.49,NONE,0.8838370024168847
hold,stay,V,4.48,COHYPONYMS,0.5786864890938349
choke,smother,V,6.14,NONE,0.07627454442239512
cook,fry,V,6.64,HYPER/HYPONYMS,0.6205410156151066
dunk,soak,V,5.48,COHYPONYMS,0.16433410190652886
jump,pounce,V,7.97,NONE,0.42099939897004357
help,scream,V,1.16,NONE,1.0129396024588273
grab,snatch,V,7.97,COHYPONYMS,0.7700966492337683
humiliate,laugh,V,0.17,NONE,0.8571027997220364
review,read,V,4.32,NONE,0.9055908952972678
wear,fit,V,4.81,NONE,0.8412030827915097
confuse,frustrate,V,5.15,NONE,0.556854710975011
go,enter,V,5.81,NONE,0.953211912661521
repeat,mimic,V,8.13,NONE,0.5049303391134783
fly,ascend,V,6.64,COHYPONYMS,0.9452842365038758
do,dare,V,1.66,NONE,0.7496744080547773
win,accomplish,V,5.81,HYPER/HYPONYMS,0.6462323119599274
vanish,diminish,V,6.81,HYPER/HYPONYMS,0.624653399624881
dance,tap,V,2.66,HYPER/HYPONYMS,0.9440487998352396
fit,trim,V,3.65,HYPER/HYPONYMS,0.7635666915665503
send,give,V,5.48,HYPER/HYPONYMS,0.7085322950703038
add,accumulate,V,8.47,COHYPONYMS,0.7554107335097902
give,lend,V,6.49,HYPER/HYPONYMS,0.1554605601450979
disappoint,betray,V,3.49,HYPER/HYPONYMS,0.2260764857989419
forbid,stop,V,7.8,HYPER/HYPONYMS,0.7610066747039886
blame,accuse,V,8.47,HYPER/HYPONYMS,0.2454717820799971
disallow,discourage,V,5.48,NONE,99999.0
recommend,tell,V,4.48,HYPER/HYPONYMS,0.7090820331767417
win,dominate,V,3.65,NONE,0.6129668781951816
dissolve,melt,V,6.31,HYPER/HYPONYMS,0.7431464690957799
slither,crawl,V,6.81,COHYPONYMS,0.13792607972674076
grab,seize,V,7.14,HYPER/HYPONYMS,0.30312147495277764
swim,drown,V,1.49,SYNONYMS,0.7713693584895032
discover,invent,V,5.31,NONE,0.7658387638093879
tell,remind,V,5.64,NONE,0.48330094910039545
call,talk,V,4.98,HYPER/HYPONYMS,0.7745578478342796
justify,explain,V,8.13,HYPER/HYPONYMS,0.6072992286195372
tease,play,V,5.48,NONE,0.8327653434174696
fill,cover,V,3.49,NONE,0.6143137884226673
help,warn,V,3.82,NONE,0.98147223432991
put,give,V,2.99,HYPER/HYPONYMS,0.6321885880057678
avoid,shun,V,7.47,HYPER/HYPONYMS,0.8789303590360423
relax,soothe,V,6.31,NONE,0.2609335973056146
hate,despise,V,9.46,HYPER/HYPONYMS,0.19364457186927764
understand,clarify,V,4.15,NONE,0.7479449224874677
fix,heal,V,7.09,NONE,0.26651117677585656
capture,release,V,0.66,NONE,0.8310789506959699
achieve,strive,V,4.15,NONE,0.5788158642599384
condemn,ridicule,V,4.48,NONE,0.7573227570028964
educate,inform,V,8.47,HYPER/HYPONYMS,0.31664413835925875
upset,disappoint,V,6.97,NONE,0.5075539775883505
reduce,subtract,V,8.8,HYPER/HYPONYMS,0.8531391699348303
follow,trail,V,7.47,HYPER/HYPONYMS,0.8046381220996732
hustle,dance,V,3.82,NONE,0.8174952634697706
cast,break,V,1.33,NONE,0.8793360945436736
greet,meet,V,5.98,NONE,0.803964240083576
breathe,exhale,V,7.8,HYPER/HYPONYMS,0.3023839360118734
attend,come,V,8.75,COHYPONYMS,0.8005914103574083
hurt,insult,V,5.81,HYPER/HYPONYMS,0.7855064393046667
strive,seek,V,6.97,HYPER/HYPONYMS,0.052913092230818415
mend,heal,V,6.81,SYNONYMS,0.23306896863032944
steal,snatch,V,6.34,NONE,0.7628658151800437
lie,lay,V,6.31,SYNONYMS,0.9333372147388348
stop,wait,V,5.31,NONE,0.8671612954133583
incline,rise,V,3.62,NONE,0.8510434031530676
swim,meet,V,0.5,NONE,0.8906170849847539
change,turn,V,4.15,HYPER/HYPONYMS,0.6605583956269363
forgive,beg,V,0.66,NONE,0.6569604450147241
hide,scare,V,2.16,NONE,0.7964787303562989
rearrange,move,V,8.3,HYPER/HYPONYMS,0.761876746757124
build,construct,V,9.96,SYNONYMS,0.10825808826491667
hit,attack,V,6.81,HYPER/HYPONYMS,0.45524981189728286
criticize,offend,V,3.32,NONE,0.6381403617309052
lick,taste,V,4.98,NONE,0.705304536570516
succeed,achieve,V,7.8,HYPER/HYPONYMS,0.5523770188860222
exchange,return,V,5.48,NONE,0.7941830004557979
annoy,disturb,V,7.3,NONE,0.1504215856728479
broil,burn,V,2.66,NONE,0.7049561199655539
convince,agree,V,1.16,NONE,0.7635653605067395
complain,annoy,V,2.66,NONE,0.6566826852731413
slap,pat,V,2.99,NONE,0.8626557803529653
fasten,loosen,V,0.33,NONE,0.7864577647266074
overcome,triumph,V,8.63,NONE,0.884228846510357
scratch,scribble,V,4.15,NONE,0.7153765740461986
crash,smash,V,6.81,COHYPONYMS,0.5000059228858786
sip,swallow,V,5.15,NONE,0.8588702351164623
sniff,scratch,V,0.5,NONE,0.7052603737867092
decide,analyze,V,2.66,NONE,0.7783983806534062
swap,fly,V,1.0,COHYPONYMS,0.9727725615274315
avoid,miss,V,9.13,HYPER/HYPONYMS,0.9512360643340824
try,convince,V,1.83,NONE,0.7189374491806694
enjoy,live,V,2.82,NONE,0.8128670916342784
respect,acknowledge,V,4.98,COHYPONYMS,0.7744507457494396
concentrate,learn,V,3.49,NONE,0.836346432070864
perish,die,V,9.46,SYNONYMS,0.2259231678798208
slip,slide,V,5.73,SYNONYMS,0.23079998092262166
irritate,bother,V,8.63,SYNONYMS,0.19143150584355018
destroy,make,V,2.26,NONE,0.9183884362701795
divide,separate,V,7.97,SYNONYMS,0.5814423215835389
lounge,relax,V,7.8,NONE,0.9051115300343849
appear,show,V,4.98,HYPER/HYPONYMS,0.32436279633730614
toss,catch,V,3.49,NONE,0.7649132288157396
leap,bound,V,7.64,SYNONYMS,0.9758987816585925
change,shift,V,6.81,HYPER/HYPONYMS,0.12242250619529915
hurt,disappoint,V,5.15,NONE,0.7420691965764096
conquer,control,V,6.47,HYPER/HYPONYMS,0.9004366833045644
despair,cry,V,5.64,NONE,0.6684865364282415
divide,split,V,9.3,SYNONYMS,0.04433012465963426
bluff,lie,V,7.14,NONE,0.5854357174327932
sip,slurp,V,5.81,NONE,0.6784329169356443
cook,poach,V,3.92,HYPER/HYPONYMS,0.569024357408012
smash,crush,V,9.46,SYNONYMS,0.27952365133317014
sneeze,sniff,V,2.82,NONE,0.6190256057047419
throw,kick,V,1.66,COHYPONYMS,0.6287077106572772
flap,cover,V,0.66,NONE,0.8765054966583894
dip,chew,V,1.99,NONE,0.8731057780078415
pull,press,V,2.49,ANTONYMS,0.9137578373749242
embarrass,insult,V,5.15,NONE,0.32979662078203387
talk,persuade,V,4.15,NONE,0.7717952801310133
disguise,cover,V,5.58,COHYPONYMS,0.8051134503319345
shine,rise,V,2.16,NONE,0.9011177566918904
hold,seize,V,4.81,NONE,0.6838481943686519
get,give,V,1.49,HYPER/HYPONYMS,0.8152051163079677
attend,leave,V,1.16,NONE,0.962216631654161
prosper,gain,V,7.3,NONE,0.5715799495903147
predict,guess,V,7.8,HYPER/HYPONYMS,0.6766770866816432
hamper,bother,V,4.98,NONE,0.5353930297626556
move,walk,V,6.81,HYPER/HYPONYMS,0.8848414525069338
stir,blend,V,7.14,NONE,0.32626211736635413
leave,travel,V,5.98,NONE,0.8088408440999654
hesitate,pause,V,8.13,SYNONYMS,0.760363674922444
tap,rap,V,4.48,SYNONYMS,1.0062274160338005
combine,add,V,7.64,HYPER/HYPONYMS,0.6462615087725321
like,enjoy,V,8.63,HYPER/HYPONYMS,0.34982660824056544
travel,fly,V,5.48,HYPER/HYPONYMS,0.7762950937786769
move,haul,V,7.14,HYPER/HYPONYMS,0.8927305817096554
die,condemn,V,1.33,NONE,0.8396180290971959
sting,bite,V,3.32,SYNONYMS,0.4919828952948505
build,accumulate,V,3.98,NONE,0.8442341663505575
wear,adorn,V,3.98,NONE,0.8050902589297662
pick,prefer,V,6.47,NONE,0.6049201086938101
wag,move,V,3.62,HYPER/HYPONYMS,0.7352220665315874
send,return,V,1.99,HYPER/HYPONYMS,0.8671134866366887
hurt,squeeze,V,2.82,NONE,0.8627996748268445
separate,remove,V,5.15,NONE,0.7626484250469228
ignore,forget,V,2.32,NONE,0.2019723183433858
depend,rely,V,9.46,HYPER/HYPONYMS,0.004540801137052797
release,give,V,3.32,COHYPONYMS,0.8815058198833072
soak,drench,V,9.13,SYNONYMS,0.5975230907128743
advance,pay,V,2.99,NONE,0.8149948282414312
catch,lose,V,1.0,NONE,0.9036457576423877
roam,follow,V,2.82,NONE,0.7527038059289328
read,spell,V,1.33,NONE,0.8349656492759726
excel,win,V,6.14,NONE,0.8296632755839873
forbid,allow,V,0.17,ANTONYMS,1.025664978618487
tan,burn,V,3.65,NONE,0.9915788205064093
pause,stop,V,6.64,COHYPONYMS,0.4503568757452032
confess,deny,V,0.0,NONE,0.9149098923986347
express,say,V,6.31,HYPER/HYPONYMS,0.4317800988939199
change,rearrange,V,7.3,NONE,0.7704781406065132
win,defeat,V,1.49,NONE,0.7017652235923073
disintegrate,destroy,V,6.97,NONE,0.5263611908522632
prohibit,allow,V,0.5,ANTONYMS,0.926709863778652
allow,ban,V,1.49,NONE,0.9170920021802067
swallow,gulp,V,8.13,COHYPONYMS,0.5480577906442827
shuffle,ride,V,1.0,NONE,0.9944168914506778
argue,agree,V,1.66,NONE,0.7750078385210588
slip,cover,V,2.16,NONE,0.8407892491738268
punish,scold,V,6.94,NONE,0.7485588698038803
fall,stand,V,0.83,COHYPONYMS,0.9515385919215535
confess,tell,V,6.31,NONE,0.4656631597102463
condemn,punish,V,6.14,NONE,0.6333646735802255
fade,tarnish,V,2.49,NONE,0.6872805606509818
fade,disappear,V,8.3,HYPER/HYPONYMS,0.1400917937894962
urge,suggest,V,5.89,HYPER/HYPONYMS,0.7182724477824024
confuse,explain,V,1.16,NONE,0.7801699900221422
demolish,break,V,7.47,NONE,0.8111894912752843
attend,go,V,7.14,COHYPONYMS,0.950297716863059
rap,knock,V,6.64,HYPER/HYPONYMS,0.8737890261863185
direct,steer,V,6.97,SYNONYMS,0.5910508760127264
transplant,replace,V,4.98,NONE,0.9223687322033238
hurt,soar,V,0.66,NONE,1.0165040992410863
crunch,break,V,4.81,HYPER/HYPONYMS,0.7101781701736307
warn,tell,V,6.14,HYPER/HYPONYMS,0.6120526320310838
recruit,get,V,6.47,HYPER/HYPONYMS,0.9108639884448577
decorate,adorn,V,6.81,SYNONYMS,0.0034528103372538643
run,hustle,V,3.15,COHYPONYMS,0.9261676785215675
have,give,V,1.49,SYNONYMS,0.8241991357634635
sip,stir,V,1.16,NONE,1.0043720715954014
chop,grate,V,3.49,NONE,0.777482752027316
suspect,think,V,6.64,HYPER/HYPONYMS,0.8034565178238697
hate,like,V,1.16,NONE,0.9716271558786839
prohibit,disallow,V,9.63,SYNONYMS,99999.0
aim,shoot,V,3.32,NONE,0.8685219453363999
fix,alter,V,4.32,HYPER/HYPONYMS,0.8937653902734712
compete,fight,V,6.14,NONE,0.7000173903524409
ridicule,criticize,V,5.15,NONE,0.6828695304157497
obtain,acquire,V,9.79,HYPER/HYPONYMS,0.2321127508450933
succeed,prosper,V,7.8,NONE,0.23062937715615117
glide,fly,V,7.14,HYPER/HYPONYMS,0.6998539314127867
duplicate,repeat,V,7.14,SYNONYMS,0.3416694135977991
gather,recruit,V,5.48,NONE,0.8577435641572319
replace,give,V,1.83,NONE,0.9094851528030279
ask,try,V,1.33,NONE,0.6656954035393463
make,prepare,V,7.3,HYPER/HYPONYMS,0.5838107955376706
touch,pat,V,7.3,HYPER/HYPONYMS,0.8639318115559766
show,hide,V,2.16,ANTONYMS,1.0363117349317768
remember,remind,V,5.98,NONE,0.19725734005775364
disintegrate,integrate,V,1.06,ANTONYMS,1.0714783551230083
annihilate,demolish,V,8.6,NONE,0.19390487589594818
hit,knock,V,5.98,HYPER/HYPONYMS,0.2949691869905485
cry,humiliate,V,2.16,NONE,0.8427816814489728
testify,judge,V,3.15,NONE,0.831172295733255
call,notify,V,5.64,NONE,0.7814451587066525
forget,remember,V,0.17,ANTONYMS,1.211962419687217
talk,participate,V,3.98,NONE,0.7419678439718226
spend,use,V,3.49,NONE,0.7637809089387398
try,succeed,V,3.98,NONE,0.7146671072444466
punish,spank,V,5.89,NONE,0.6132222272272971
grow,raise,V,7.14,SYNONYMS,0.22064147004908286
steal,lie,V,2.66,NONE,0.877497292703711
blur,see,V,1.49,NONE,0.9623470568064698
holler,scold,V,4.65,NONE,0.48952812657757483
descend,fall,V,8.3,SYNONYMS,0.7690385900845047
jump,leap,V,9.63,SYNONYMS,0.007194075181424564
recruit,join,V,3.98,NONE,0.7629474510210916
fight,hit,V,6.31,HYPER/HYPONYMS,0.7908376146133405
shake,bake,V,0.17,NONE,0.9396300057689796
decide,choose,V,8.8,HYPER/HYPONYMS,0.31278821110631616
do,achieve,V,6.81,NONE,0.46107511000875234
fight,struggle,V,5.81,SYNONYMS,0.05468191543818324
think,guess,V,2.99,SYNONYMS,0.23523725490299452
define,clarify,V,7.3,NONE,0.5852514275650229
speak,talk,V,9.3,SYNONYMS,0.16216870237272507
separate,split,V,9.13,SYNONYMS,0.46434650897738083
cast,play,V,4.48,NONE,0.9336667149650958
condemn,damn,V,9.63,NONE,0.8982770283197529
replace,remove,V,3.15,NONE,0.7825024295276496
throw,chuck,V,8.47,HYPER/HYPONYMS,0.8980667915957646
accept,take,V,8.3,SYNONYMS,0.5345043241861213
strain,struggle,V,6.97,HYPER/HYPONYMS,0.8717406503636292
steer,veer,V,3.49,NONE,0.8558047005892924
break,burst,V,5.31,HYPER/HYPONYMS,0.6008484156012236
criticize,hate,V,2.66,NONE,0.776081286024139
burn,fry,V,5.81,NONE,0.8939502110083295
attack,pounce,V,5.98,NONE,0.707819567440886
sip,taste,V,4.48,NONE,0.929693043206269
hope,despair,V,0.33,ANTONYMS,1.0416288385998844
decorate,change,V,4.48,HYPER/HYPONYMS,0.9479000495215448
say,tell,V,7.47,SYNONYMS,0.11418677246083142
originate,create,V,5.64,HYPER/HYPONYMS,0.7543772340338613
lie,believe,V,0.17,NONE,0.942527171931787
hurt,sting,V,4.81,HYPER/HYPONYMS,0.7880936123422357
crash,break,V,5.64,HYPER/HYPONYMS,0.6235912314810058
remove,leave,V,4.48,NONE,0.7669095640267493
hold,release,V,1.16,ANTONYMS,1.0483079495520742
walk,ride,V,1.0,ANTONYMS,0.6727705536831099
urge,want,V,3.32,NONE,0.7070314651740313
make,construct,V,7.97,HYPER/HYPONYMS,0.6647237409755238
fix,solve,V,7.47,NONE,0.3174232326008122
promise,break,V,0.33,NONE,0.9402920571931431
leave,arrive,V,0.17,ANTONYMS,1.0671686731980337
pretend,play,V,5.31,HYPER/HYPONYMS,0.7344216774789676
explode,erupt,V,8.3,HYPER/HYPONYMS,0.2669942268858382
agree,accept,V,6.81,HYPER/HYPONYMS,0.26125779812649685
steal,borrow,V,2.49,NONE,0.8505548605415603
learn,think,V,5.64,NONE,0.7309798216463159
turn,stir,V,4.68,COHYPONYMS,0.7050335383922874
presume,guess,V,6.97,NONE,0.10670099420277424
munch,crunch,V,6.14,SYNONYMS,1.0266542828339795
pay,receive,V,1.83,NONE,0.6465368154917936
destroy,condemn,V,1.16,NONE,0.8741503024502515
admit,confess,V,9.13,HYPER/HYPONYMS,0.11639497882872607
integrate,blend,V,7.3,NONE,0.6382214625406617
crack,break,V,7.64,SYNONYMS,0.6074258689029148
respect,salute,V,4.81,NONE,0.7741545086293632
rearrange,fix,V,2.32,NONE,0.870948949698709
move,hustle,V,4.65,HYPER/HYPONYMS,0.8499651084575406
snap,bite,V,6.47,HYPER/HYPONYMS,0.8035759658825775
excuse,lie,V,3.82,NONE,0.7956380649226013
dominate,control,V,7.8,HYPER/HYPONYMS,0.9204829310711987
speak,communicate,V,8.47,HYPER/HYPONYMS,0.6179009166919662
destroy,restore,V,0.83,NONE,0.8443007841834503
despair,help,V,0.15,NONE,0.9615700511140143
bump,push,V,3.62,NONE,0.8211300108327814
persuade,change,V,4.65,HYPER/HYPONYMS,1.0304614090936586
hurt,sprain,V,5.81,HYPER/HYPONYMS,0.6164520335835293
divide,subtract,V,2.16,COHYPONYMS,0.8918665858816422
understand,develop,V,3.15,NONE,0.7542452378983402
bother,disturb,V,8.13,HYPER/HYPONYMS,0.13770076045933954
gamble,waste,V,3.15,NONE,0.9035165121229679
explain,excuse,V,2.32,SYNONYMS,0.6846359334225016
calculate,determine,V,6.47,NONE,0.4786322551568042
offend,defend,V,1.0,NONE,0.8467498195492131
comfort,soothe,V,7.3,SYNONYMS,0.41330222851287923
connect,join,V,8.63,HYPER/HYPONYMS,0.6137017043386214
dip,dunk,V,7.3,SYNONYMS,0.6341660955172639
grasp,clench,V,8.8,NONE,0.6888463700487732
hold,squeeze,V,3.15,HYPER/HYPONYMS,0.9243805011571444
hurry,hustle,V,5.98,NONE,0.8047173750956611
strain,drain,V,3.49,NONE,0.8491456825334378
sing,perform,V,4.98,HYPER/HYPONYMS,0.8593299083245959
kill,smother,V,4.81,HYPER/HYPONYMS,0.8136220813099535
say,reply,V,6.47,HYPER/HYPONYMS,0.8124273169970051
