word1,word2,pos,sv_score,relation,cf_score,include,one_minus_cf,wn_wup,sv_bucket,cf_bucket,wn_bucket
forget,learn,V,0.5,NONE,0.914169247,1,0.085830752753568,0.3333333333333333,0.0,0.085830752753568,0.08333333333333331
toss,chuck,V,9.13,SYNONYMS,0.932281248,1,0.06771875197475401,0.25,0.13000000000000078,0.06771875197475401,0.0
get,bring,V,3.62,SYNONYMS,0.517841254,1,0.482158746490921,0.2,0.1200000000000001,0.232158746490921,0.2
help,please,V,2.49,NONE,0.805833279,1,0.194166721452695,0.2,0.2400000000000002,0.194166721452695,0.2
slide,slither,V,6.47,SYNONYMS,0.7142144090000001,1,0.285785591317772,0.25,0.21999999999999975,0.03578559131777198,0.0
refrain,keep,V,2.32,NONE,0.867901437,1,0.132098563073959,0.3333333333333333,0.06999999999999984,0.132098563073959,0.08333333333333331
beat,fight,V,5.81,NONE,0.630496606,1,0.36950339396178106,0.25,0.05999999999999961,0.11950339396178106,0.0
urge,desire,V,6.64,NONE,0.66609882,1,0.333901180381155,0.1,0.13999999999999968,0.08390118038115502,0.1
discourage,disappoint,V,3.98,NONE,0.687640528,1,0.31235947169017,0.125,0.22999999999999998,0.062359471690169976,0.125
soothe,hurt,V,0.5,NONE,0.981354799,1,0.01864520138008,0.25,0.0,0.01864520138008,0.0
fasten,snap,V,5.31,NONE,0.8206861209999999,1,0.17931387892652806,0.1111111111111111,0.05999999999999961,0.17931387892652806,0.1111111111111111
sink,fall,V,4.48,HYPER/HYPONYMS,0.718822663,1,0.281177336853523,0.16666666666666666,0.23000000000000043,0.031177336853522974,0.16666666666666666
give,award,V,6.31,HYPER/HYPONYMS,0.7635106009999999,1,0.23648939861725896,0.125,0.05999999999999961,0.23648939861725896,0.125
integrate,mix,V,6.81,HYPER/HYPONYMS,0.671187833,1,0.32881216712619,0.125,0.05999999999999961,0.07881216712618999,0.125
kill,crush,V,2.99,NONE,0.829921896,1,0.17007810401115,0.3333333333333333,0.2400000000000002,0.17007810401115,0.08333333333333331
accuse,prosecute,V,5.48,NONE,0.5548952189999999,1,0.445104780965017,0.2,0.23000000000000043,0.195104780965017,0.2
spread,gather,V,0.66,ANTONYMS,1.157154357,1,-0.15715435653076998,0.3333333333333333,0.16000000000000003,0.09284564346923002,0.08333333333333331
accomplish,overcome,V,5.81,NONE,0.617817044,1,0.382182956019826,0.16666666666666666,0.05999999999999961,0.132182956019826,0.16666666666666666
touch,grab,V,4.65,HYPER/HYPONYMS,0.869726441,1,0.130273559273355,0.2,0.15000000000000036,0.130273559273355,0.2
grind,bump,V,3.82,COHYPONYMS,0.7657146420000001,1,0.234285357658452,0.2,0.06999999999999984,0.234285357658452,0.2
shake,stir,V,4.15,SYNONYMS,0.339576899,1,0.660423101183248,0.2,0.15000000000000036,0.16042310118324798,0.2
pick,pluck,V,5.98,SYNONYMS,0.7931722859999999,1,0.20682771368224806,0.14285714285714285,0.23000000000000043,0.20682771368224806,0.14285714285714285
return,come,V,3.02,COHYPONYMS,0.900958231,1,0.099041768875166,0.3333333333333333,0.020000000000000018,0.099041768875166,0.08333333333333331
lift,push,V,1.99,COHYPONYMS,0.918304091,1,0.081695909010465,0.3333333333333333,0.24,0.081695909010465,0.08333333333333331
squeeze,play,V,0.66,NONE,0.974870215,1,0.025129784597143,0.16666666666666666,0.16000000000000003,0.025129784597143,0.16666666666666666
vanish,disappear,V,9.46,SYNONYMS,0.01705927,1,0.982940730018534,1.0,0.21000000000000085,0.232940730018534,0.0
betray,deceive,V,7.3,HYPER/HYPONYMS,0.31738285,1,0.6826171495482671,0.1,0.04999999999999982,0.18261714954826713,0.1
persuade,convince,V,8.8,HYPER/HYPONYMS,0.037817418,1,0.962182582136459,0.125,0.05000000000000071,0.21218258213645902,0.125
give,exchange,V,3.15,COHYPONYMS,0.97201249,1,0.027987509508029,0.25,0.1499999999999999,0.027987509508029,0.0
scare,shake,V,1.16,HYPER/HYPONYMS,0.6995083879999999,1,0.30049161231187604,0.14285714285714285,0.15999999999999992,0.050491612311876044,0.14285714285714285
flip,turn,V,6.31,HYPER/HYPONYMS,0.659691084,1,0.34030891578920097,0.5,0.05999999999999961,0.09030891578920097,0.0
snap,crack,V,6.81,SYNONYMS,0.937985177,1,0.06201482334744,0.125,0.05999999999999961,0.06201482334744,0.125
cheat,lose,V,1.16,NONE,0.8748817240000001,1,0.12511827569876102,0.125,0.15999999999999992,0.12511827569876102,0.125
see,acknowledge,V,5.64,NONE,0.687310773,1,0.312689226814482,0.14285714285714285,0.13999999999999968,0.06268922681448202,0.14285714285714285
return,retreat,V,6.31,COHYPONYMS,0.66463132,1,0.335368679545528,0.3333333333333333,0.05999999999999961,0.08536867954552801,0.08333333333333331
cheat,lie,V,5.15,NONE,0.546320884,1,0.4536791161614061,0.1111111111111111,0.15000000000000036,0.2036791161614061,0.1111111111111111
pop,snap,V,4.48,COHYPONYMS,0.971767328,1,0.028232672245285,0.1111111111111111,0.23000000000000043,0.028232672245285,0.1111111111111111
fall,catch,V,1.0,HYPER/HYPONYMS,0.912138221,1,0.08786177884912699,0.16666666666666666,0.0,0.08786177884912699,0.16666666666666666
see,glance,V,6.47,NONE,0.358979237,1,0.6410207625203841,0.2,0.21999999999999975,0.1410207625203841,0.2
excuse,rationalize,V,5.15,SYNONYMS,0.7251963159999999,1,0.27480368445321696,0.09090909090909093,0.15000000000000036,0.024803684453216956,0.09090909090909093
decrease,diminish,V,7.97,SYNONYMS,0.079948808,1,0.920051192012302,1.0,0.21999999999999975,0.170051192012302,0.0
deny,object,V,7.24,NONE,0.7142485690000001,1,0.28575143120008,0.125,0.2400000000000002,0.03575143120008001,0.125
freeze,thaw,V,0.0,NONE,0.647484355,1,0.35251564521806605,0.14285714285714285,0.0,0.10251564521806605,0.14285714285714285
conquer,defeat,V,6.81,HYPER/HYPONYMS,0.178441355,1,0.821558644904687,0.125,0.05999999999999961,0.071558644904687,0.125
discuss,debate,V,5.81,NONE,0.297949735,1,0.702050265333778,0.16666666666666666,0.05999999999999961,0.202050265333778,0.16666666666666666
know,decide,V,2.99,NONE,0.889247653,1,0.110752347354419,0.3333333333333333,0.2400000000000002,0.110752347354419,0.08333333333333331
snooze,nap,V,8.8,HYPER/HYPONYMS,0.640467612,1,0.359532388293192,0.5,0.05000000000000071,0.109532388293192,0.0
believe,doubt,V,1.0,NONE,0.760968902,1,0.23903109838746306,0.16666666666666666,0.0,0.23903109838746306,0.16666666666666666
walk,stand,V,3.15,NONE,0.851738661,1,0.14826133939018804,0.16666666666666666,0.1499999999999999,0.14826133939018804,0.16666666666666666
acknowledge,know,V,3.98,SYNONYMS,0.483354409,1,0.516645591261216,0.16666666666666666,0.22999999999999998,0.01664559126121601,0.16666666666666666
draw,write,V,4.98,HYPER/HYPONYMS,0.965307986,1,0.034692014470597,0.16666666666666666,0.23000000000000043,0.034692014470597,0.16666666666666666
greet,introduce,V,6.49,NONE,0.8615583609999999,1,0.13844163861809194,0.1,0.2400000000000002,0.13844163861809194,0.1
overwhelm,overcome,V,2.72,SYNONYMS,0.672160779,1,0.327839221209051,0.2,0.2200000000000002,0.07783922120905101,0.2
refuse,deny,V,7.8,HYPER/HYPONYMS,0.17249473699999998,1,0.827505262750285,0.14285714285714285,0.04999999999999982,0.07750526275028502,0.14285714285714285
accuse,frame,V,3.49,NONE,1.0421285340000002,1,-0.042128533623083,0.14285714285714285,0.2400000000000002,0.207871466376917,0.14285714285714285
croak,die,V,7.97,SYNONYMS,0.8210660590000001,1,0.17893394076227104,1.0,0.21999999999999975,0.17893394076227104,0.0
wait,call,V,0.66,HYPER/HYPONYMS,0.862171185,1,0.137828814765682,0.2,0.16000000000000003,0.137828814765682,0.2
play,practice,V,2.66,NONE,0.79516283,1,0.204837170371644,0.25,0.16000000000000014,0.204837170371644,0.0
ascend,rise,V,8.96,HYPER/HYPONYMS,0.259366799,1,0.7406332012875451,0.3333333333333333,0.21000000000000085,0.24063320128754506,0.08333333333333331
poise,stand,V,5.64,COHYPONYMS,0.8489608679999999,1,0.151039131618496,0.125,0.13999999999999968,0.151039131618496,0.125
hug,kiss,V,2.49,NONE,0.13666895,1,0.863331049752063,0.14285714285714285,0.2400000000000002,0.11333104975206298,0.14285714285714285
perceive,hear,V,4.15,HYPER/HYPONYMS,0.64458929,1,0.35541071030558,0.5,0.15000000000000036,0.10541071030558002,0.0
rationalize,talk,V,2.99,NONE,0.950485091,1,0.049514909103253,0.09090909090909093,0.2400000000000002,0.049514909103253,0.09090909090909093
say,repeat,V,3.65,HYPER/HYPONYMS,0.7904396109999999,1,0.209560389136527,0.1111111111111111,0.1499999999999999,0.209560389136527,0.1111111111111111
stop,retain,V,2.32,ANTONYMS,0.8530891629999999,1,0.146910836521505,0.2,0.06999999999999984,0.146910836521505,0.2
run,sweat,V,3.32,NONE,0.93967544,1,0.060324559900154014,0.14285714285714285,0.06999999999999984,0.060324559900154014,0.14285714285714285
flutter,move,V,5.98,HYPER/HYPONYMS,0.816440068,1,0.183559932409031,0.3333333333333333,0.23000000000000043,0.183559932409031,0.08333333333333331
engage,start,V,5.81,NONE,0.333649322,1,0.666350677541412,0.25,0.05999999999999961,0.16635067754141197,0.0
recommend,advise,V,8.63,HYPER/HYPONYMS,0.334766131,1,0.6652338691759929,0.07692307692307693,0.13000000000000078,0.16523386917599292,0.07692307692307693
delay,start,V,0.33,NONE,1.013762607,1,-0.013762607407275,0.14285714285714285,0.08000000000000002,0.236237392592725,0.14285714285714285
give,pay,V,4.81,HYPER/HYPONYMS,0.494877752,1,0.5051222483179479,0.2,0.05999999999999961,0.005122248317947942,0.2
amaze,surprise,V,8.13,HYPER/HYPONYMS,0.179041279,1,0.820958721090154,0.5,0.13000000000000078,0.070958721090154,0.0
glide,soar,V,7.47,HYPER/HYPONYMS,0.812147397,1,0.18785260340884696,0.25,0.21999999999999975,0.18785260340884696,0.0
melt,boil,V,4.48,NONE,0.7529743309999999,1,0.247025668764815,0.16666666666666666,0.23000000000000043,0.247025668764815,0.16666666666666666
spend,buy,V,6.97,NONE,0.713343505,1,0.286656494806328,0.25,0.21999999999999975,0.03665649480632799,0.0
dislike,despise,V,8.63,HYPER/HYPONYMS,0.291005633,1,0.708994367186889,0.3333333333333333,0.13000000000000078,0.20899436718688902,0.08333333333333331
break,fix,V,1.16,ANTONYMS,1.005561689,1,-0.005561689047773001,0.2,0.15999999999999992,0.244438310952227,0.2
give,demand,V,0.66,ANTONYMS,0.865338658,1,0.13466134215603698,0.125,0.16000000000000003,0.13466134215603698,0.125
polish,rub,V,5.48,NONE,0.915581359,1,0.084418640918584,0.14285714285714285,0.23000000000000043,0.084418640918584,0.14285714285714285
fail,succeed,V,1.49,ANTONYMS,1.010472349,1,-0.010472349275044,0.3333333333333333,0.24,0.239527650724956,0.08333333333333331
conquer,beat,V,8.47,COHYPONYMS,0.275551537,1,0.7244484629059321,0.1111111111111111,0.22000000000000064,0.22444846290593212,0.1111111111111111
smother,cover,V,7.14,HYPER/HYPONYMS,0.977448152,1,0.022551847779972,0.5,0.13999999999999968,0.022551847779972,0.0
die,decay,V,5.98,COHYPONYMS,0.890860187,1,0.109139813239164,0.2,0.23000000000000043,0.109139813239164,0.2
assume,think,V,5.15,COHYPONYMS,0.491806866,1,0.5081931339683871,0.25,0.15000000000000036,0.008193133968387056,0.0
go,run,V,2.82,HYPER/HYPONYMS,0.777024136,1,0.22297586420869,0.3333333333333333,0.06999999999999984,0.22297586420869,0.08333333333333331
walk,run,V,2.99,COHYPONYMS,0.828946077,1,0.17105392315328602,0.25,0.2400000000000002,0.17105392315328602,0.0
walk,roam,V,5.98,NONE,0.707317887,1,0.29268211265619104,0.3333333333333333,0.23000000000000043,0.04268211265619104,0.08333333333333331
wait,stand,V,2.82,NONE,0.837120145,1,0.16287985541579506,0.2,0.06999999999999984,0.16287985541579506,0.2
preview,review,V,5.15,NONE,0.8372271440000001,1,0.162772855674715,0.16666666666666666,0.15000000000000036,0.162772855674715,0.16666666666666666
judge,accuse,V,4.32,NONE,0.793787503,1,0.206212496839572,0.14285714285714285,0.07000000000000028,0.206212496839572,0.14285714285714285
understand,acknowledge,V,5.48,NONE,0.397817641,1,0.602182359231469,0.16666666666666666,0.23000000000000043,0.10218235923146901,0.16666666666666666
leave,wait,V,0.66,NONE,0.8736720040000001,1,0.126327995850714,0.3333333333333333,0.16000000000000003,0.126327995850714,0.08333333333333331
dance,flash,V,0.66,NONE,0.918620724,1,0.081379276318831,0.16666666666666666,0.16000000000000003,0.081379276318831,0.16666666666666666
desire,want,V,9.46,SYNONYMS,0.229062433,1,0.770937566593936,1.0,0.21000000000000085,0.020937566593935975,0.0
convince,believe,V,5.15,NONE,0.847364097,1,0.15263590307985594,0.125,0.15000000000000036,0.15263590307985594,0.125
run,move,V,6.31,HYPER/HYPONYMS,0.849477512,1,0.150522487559417,0.3333333333333333,0.05999999999999961,0.150522487559417,0.08333333333333331
humiliate,degrade,V,8.63,HYPER/HYPONYMS,0.24971439,1,0.7502856102764099,0.16666666666666666,0.13000000000000078,0.0002856102764099422,0.16666666666666666
move,unload,V,4.15,HYPER/HYPONYMS,0.945281215,1,0.054718785355196,0.14285714285714285,0.15000000000000036,0.054718785355196,0.14285714285714285
take,abduct,V,7.47,HYPER/HYPONYMS,0.8587792540000001,1,0.141220745843137,0.16666666666666666,0.21999999999999975,0.141220745843137,0.16666666666666666
accuse,lie,V,0.66,NONE,0.866911175,1,0.133088824742345,0.2,0.16000000000000003,0.133088824742345,0.2
scramble,mix,V,7.14,COHYPONYMS,0.833198775,1,0.166801225354325,0.16666666666666666,0.13999999999999968,0.166801225354325,0.16666666666666666
multiply,reproduce,V,8.13,HYPER/HYPONYMS,0.6899374890000001,1,0.310062510695912,0.14285714285714285,0.13000000000000078,0.06006251069591201,0.14285714285714285
win,fail,V,0.33,ANTONYMS,1.013705995,1,-0.013705995394283998,0.3333333333333333,0.08000000000000002,0.236294004605716,0.08333333333333331
insult,degrade,V,7.8,NONE,0.564988399,1,0.4350116007391379,0.16666666666666666,0.04999999999999982,0.18501160073913792,0.16666666666666666
excuse,justify,V,5.15,HYPER/HYPONYMS,0.361407106,1,0.638592894418945,0.125,0.15000000000000036,0.13859289441894496,0.125
hate,disgust,V,4.98,NONE,0.485655591,1,0.514344408847524,0.16666666666666666,0.23000000000000043,0.01434440884752397,0.16666666666666666
hit,hurt,V,4.23,HYPER/HYPONYMS,0.620062514,1,0.37993748554599693,0.16666666666666666,0.23000000000000043,0.12993748554599693,0.16666666666666666
succeed,excel,V,7.8,NONE,0.8166469559999999,1,0.183353043945758,0.3333333333333333,0.04999999999999982,0.183353043945758,0.08333333333333331
disappear,disintegrate,V,5.43,NONE,0.476084532,1,0.5239154677318251,0.2,0.17999999999999972,0.02391546773182507,0.2
pay,raise,V,1.66,NONE,0.7977366459999999,1,0.20226335358172606,0.14285714285714285,0.15999999999999992,0.20226335358172606,0.14285714285714285
deny,stop,V,3.82,NONE,0.7991556320000001,1,0.200844368386857,0.2,0.06999999999999984,0.200844368386857,0.2
stand,sit,V,1.33,ANTONYMS,1.047931029,1,-0.047931029497714,0.2,0.08000000000000007,0.202068970502286,0.2
worry,think,V,2.57,HYPER/HYPONYMS,0.7436054529999999,1,0.25639454709406195,0.2,0.06999999999999984,0.006394547094061953,0.2
exist,be,V,8.47,SYNONYMS,0.364403224,1,0.635596776332192,0.3333333333333333,0.22000000000000064,0.13559677633219203,0.08333333333333331
tire,tread,V,1.99,NONE,0.488949492,1,0.5110505080955879,0.125,0.24,0.011050508095587941,0.125
swim,tread,V,4.65,NONE,0.9309955,1,0.069004500150866,0.3333333333333333,0.15000000000000036,0.069004500150866,0.08333333333333331
lay,sit,V,2.99,HYPER/HYPONYMS,1.094782007,1,-0.094782007335695,0.25,0.2400000000000002,0.155217992664305,0.0
decompose,die,V,2.82,NONE,0.8614311859999999,1,0.13856881411015698,0.16666666666666666,0.06999999999999984,0.13856881411015698,0.16666666666666666
stay,sit,V,5.15,NONE,0.67457698,1,0.32542301994105,0.25,0.15000000000000036,0.07542301994105,0.0
get,receive,V,7.97,HYPER/HYPONYMS,0.238183511,1,0.7618164889875471,0.5,0.21999999999999975,0.011816488987547058,0.0
urge,convince,V,5.58,NONE,0.6848646690000001,1,0.31513533066508903,0.08333333333333333,0.08000000000000007,0.06513533066508903,0.08333333333333333
reappear,see,V,3.15,NONE,0.921020504,1,0.078979495991,0.2,0.1499999999999999,0.078979495991,0.2
drain,sink,V,3.15,NONE,0.603240865,1,0.396759135274628,0.14285714285714285,0.1499999999999999,0.14675913527462803,0.14285714285714285
deliver,arrive,V,4.68,NONE,0.7282463090000001,1,0.271753691478707,0.14285714285714285,0.17999999999999972,0.021753691478706982,0.14285714285714285
think,suppose,V,6.64,HYPER/HYPONYMS,0.202809268,1,0.7971907315596171,0.16666666666666666,0.13999999999999968,0.04719073155961706,0.16666666666666666
discover,find,V,9.13,SYNONYMS,0.219631609,1,0.780368391463229,0.2,0.13000000000000078,0.030368391463229005,0.2
lift,raise,V,9.13,SYNONYMS,0.536343946,1,0.463656053974682,0.16666666666666666,0.13000000000000078,0.21365605397468201,0.16666666666666666
play,enjoy,V,4.98,COHYPONYMS,0.722432741,1,0.277567259148836,0.25,0.23000000000000043,0.02756725914883601,0.0
incline,lean,V,5.81,SYNONYMS,0.733321565,1,0.26667843468144803,0.14285714285714285,0.05999999999999961,0.01667843468144803,0.14285714285714285
climb,descend,V,0.33,NONE,1.145152156,1,-0.145152156090675,0.25,0.08000000000000002,0.104847843909325,0.0
smear,smudge,V,8.13,SYNONYMS,0.450704986,1,0.5492950139326789,0.14285714285714285,0.13000000000000078,0.04929501393267888,0.14285714285714285
mix,combine,V,8.13,SYNONYMS,0.253341407,1,0.7466585929877941,0.16666666666666666,0.13000000000000078,0.24665859298779413,0.16666666666666666
advise,talk,V,4.81,HYPER/HYPONYMS,0.727440414,1,0.272559585876064,0.16666666666666666,0.05999999999999961,0.022559585876063992,0.16666666666666666
achieve,fail,V,0.15,NONE,0.972383774,1,0.027616225670677,0.25,0.15,0.027616225670677,0.0
obtain,take,V,7.64,HYPER/HYPONYMS,0.689141502,1,0.310858498463808,0.2,0.13999999999999968,0.060858498463807975,0.2
assume,predict,V,3.98,NONE,0.728506077,1,0.271493922905154,0.125,0.22999999999999998,0.021493922905154006,0.125
punch,slap,V,5.31,NONE,0.497859286,1,0.502140713901227,0.2,0.05999999999999961,0.0021407139012270537,0.2
attach,combine,V,6.64,NONE,0.7748764770000001,1,0.22512352338682,0.2,0.13999999999999968,0.22512352338682,0.2
walk,tread,V,6.97,HYPER/HYPONYMS,0.763117114,1,0.23688288582385894,0.3333333333333333,0.21999999999999975,0.23688288582385894,0.08333333333333331
learn,educate,V,3.49,HYPER/HYPONYMS,0.528572219,1,0.471427780877625,0.2,0.2400000000000002,0.221427780877625,0.2
pull,grab,V,3.49,NONE,0.757243462,1,0.242756537705621,0.16666666666666666,0.2400000000000002,0.242756537705621,0.16666666666666666
ascend,fall,V,0.66,ANTONYMS,1.137860918,1,-0.13786091815044102,0.3333333333333333,0.16000000000000003,0.11213908184955898,0.08333333333333331
defend,attack,V,1.0,ANTONYMS,1.061242127,1,-0.061242127326652,0.125,0.0,0.188757872673348,0.125
build,restore,V,4.98,NONE,0.8573271929999999,1,0.14267280716804198,0.2,0.23000000000000043,0.14267280716804198,0.2
forget,remind,V,0.5,NONE,1.009287438,1,-0.009287438020954,0.3333333333333333,0.0,0.240712561979046,0.08333333333333331
correct,disprove,V,2.26,NONE,0.943217937,1,0.056782063213175984,0.125,0.009999999999999787,0.056782063213175984,0.125
drink,sip,V,7.64,HYPER/HYPONYMS,0.562337324,1,0.43766267618536,0.5,0.13999999999999968,0.18766267618535998,0.0
bound,jump,V,5.64,SYNONYMS,0.983187078,1,0.016812922300228003,1.0,0.13999999999999968,0.016812922300228003,0.0
stare,watch,V,7.64,NONE,0.578832187,1,0.421167812592276,0.25,0.13999999999999968,0.17116781259227598,0.0
scramble,run,V,4.65,COHYPONYMS,0.857593342,1,0.14240665797707194,0.25,0.15000000000000036,0.14240665797707194,0.0
beat,pelt,V,4.81,NONE,0.952703349,1,0.047296650798942,0.14285714285714285,0.05999999999999961,0.047296650798942,0.14285714285714285
judge,criticize,V,5.98,NONE,0.818644681,1,0.18135531930936105,0.1,0.23000000000000043,0.18135531930936105,0.1
save,protect,V,7.97,NONE,0.612288878,1,0.387711122194488,0.14285714285714285,0.21999999999999975,0.137711122194488,0.14285714285714285
run,avoid,V,3.98,NONE,0.8525017490000001,1,0.147498251350367,0.2,0.22999999999999998,0.147498251350367,0.2
join,belong,V,5.98,NONE,0.70400098,1,0.295999020091894,0.25,0.23000000000000043,0.045999020091893994,0.0
cast,throw,V,4.98,SYNONYMS,0.371332232,1,0.6286677681715911,0.2,0.23000000000000043,0.1286677681715911,0.2
aid,help,V,9.3,SYNONYMS,0.029488232000000007,1,0.970511767672876,1.0,0.05000000000000071,0.22051176767287595,0.0
beware,warn,V,7.14,NONE,0.503225696,1,0.496774304188833,0.125,0.13999999999999968,0.246774304188833,0.125
tie,fasten,V,7.8,HYPER/HYPONYMS,0.180658613,1,0.8193413865116891,0.5,0.04999999999999982,0.06934138651168908,0.0
play,amuse,V,4.81,NONE,0.760545976,1,0.23945402445864605,0.125,0.05999999999999961,0.23945402445864605,0.125
tell,renounce,V,1.66,NONE,0.947824852,1,0.052175147729339004,0.125,0.15999999999999992,0.052175147729339004,0.125
respect,adore,V,4.65,NONE,0.766124665,1,0.233875334502929,0.125,0.15000000000000036,0.233875334502929,0.125
lick,bite,V,1.99,NONE,0.617068826,1,0.38293117391674,0.125,0.24,0.13293117391673998,0.125
save,collect,V,4.65,NONE,0.888928145,1,0.111071855233525,0.125,0.15000000000000036,0.111071855233525,0.125
announce,inform,V,7.8,HYPER/HYPONYMS,0.582794264,1,0.417205735818714,0.5,0.04999999999999982,0.167205735818714,0.0
bring,forget,V,0.66,NONE,0.941697944,1,0.058302056200734,0.2,0.16000000000000003,0.058302056200734,0.2
drink,pour,V,2.32,NONE,0.925014339,1,0.074985661226962,0.2,0.06999999999999984,0.074985661226962,0.2
steal,kidnap,V,6.14,NONE,0.731903968,1,0.268096032109413,0.16666666666666666,0.13999999999999968,0.01809603210941302,0.16666666666666666
strip,tease,V,2.99,NONE,0.913264781,1,0.086735218855723,0.125,0.2400000000000002,0.086735218855723,0.125
bother,annoy,V,8.96,SYNONYMS,0.153940096,1,0.846059904047122,0.1111111111111111,0.21000000000000085,0.09605990404712195,0.1111111111111111
take,unload,V,2.16,HYPER/HYPONYMS,0.906342409,1,0.09365759142772198,0.125,0.16000000000000014,0.09365759142772198,0.125
alter,rearrange,V,6.31,NONE,0.73550855,1,0.264491450330497,0.16666666666666666,0.05999999999999961,0.01449145033049698,0.16666666666666666
vanish,disintegrate,V,6.64,NONE,0.440443916,1,0.5595560839891589,0.2,0.13999999999999968,0.0595560839891589,0.2
stink,smell,V,8.63,HYPER/HYPONYMS,0.189657689,1,0.8103423114615391,0.2,0.13000000000000078,0.06034231146153912,0.2
yearn,strive,V,5.15,NONE,0.433744411,1,0.5662555887429649,0.16666666666666666,0.15000000000000036,0.06625558874296489,0.16666666666666666
ask,receive,V,0.5,NONE,0.822157887,1,0.17784211270155198,0.14285714285714285,0.0,0.17784211270155198,0.14285714285714285
wiggle,dance,V,5.15,NONE,0.79569251,1,0.204307489743843,0.25,0.15000000000000036,0.204307489743843,0.0
carry,deliver,V,3.82,HYPER/HYPONYMS,0.599601728,1,0.400398272340244,0.125,0.06999999999999984,0.150398272340244,0.125
repair,break,V,0.17,ANTONYMS,1.076365928,1,-0.076365928389744,0.2,0.17,0.173634071610256,0.2
stop,interrupt,V,5.98,HYPER/HYPONYMS,0.347278663,1,0.6527213371703521,0.16666666666666666,0.23000000000000043,0.15272133717035208,0.16666666666666666
move,advance,V,6.81,HYPER/HYPONYMS,0.7733604540000001,1,0.22663954573144,0.5,0.05999999999999961,0.22663954573144,0.0
limp,walk,V,3.82,HYPER/HYPONYMS,0.95722545,1,0.042774550153345,0.5,0.06999999999999984,0.042774550153345,0.0
disgust,offend,V,8.3,HYPER/HYPONYMS,0.691183678,1,0.3088163215755529,0.125,0.05000000000000071,0.05881632157555289,0.125
smother,kiss,V,2.66,NONE,0.815265445,1,0.184734554773002,0.2,0.16000000000000014,0.184734554773002,0.2
break,escape,V,2.82,HYPER/HYPONYMS,0.74766924,1,0.25233076048737896,0.125,0.06999999999999984,0.002330760487378958,0.125
keep,stay,V,3.15,HYPER/HYPONYMS,0.31463308100000004,1,0.685366919391595,0.25,0.1499999999999999,0.185366919391595,0.0
keep,take,V,2.66,HYPER/HYPONYMS,0.625871849,1,0.37412815096095897,0.25,0.16000000000000014,0.12412815096095897,0.0
admire,respect,V,7.14,HYPER/HYPONYMS,0.721698959,1,0.278301041153655,0.5,0.13999999999999968,0.028301041153655004,0.0
slip,fall,V,6.94,NONE,0.351888015,1,0.648111985305723,0.2,0.1900000000000004,0.148111985305723,0.2
release,press,V,0.83,NONE,0.7542060759999999,1,0.245793924492582,0.25,0.07999999999999996,0.245793924492582,0.0
participate,join,V,5.64,NONE,0.392875823,1,0.607124176552167,0.25,0.13999999999999968,0.107124176552167,0.0
know,perceive,V,4.98,NONE,0.673126915,1,0.326873085383788,0.3333333333333333,0.23000000000000043,0.07687308538378801,0.08333333333333331
look,glare,V,5.15,HYPER/HYPONYMS,0.642939271,1,0.357060729039687,0.3333333333333333,0.15000000000000036,0.107060729039687,0.08333333333333331
rebel,yell,V,1.81,NONE,0.8808981220000001,1,0.11910187828978698,0.09090909090909093,0.06000000000000005,0.11910187828978698,0.09090909090909093
wiggle,tickle,V,2.32,NONE,0.789737045,1,0.210262955274103,0.125,0.06999999999999984,0.210262955274103,0.125
refuse,agree,V,0.66,NONE,1.040909891,1,-0.040909891206504,0.2,0.16000000000000003,0.209090108793496,0.2
spring,fall,V,1.0,NONE,0.87138675,1,0.128613249766767,0.2,0.0,0.128613249766767,0.2
save,accumulate,V,6.94,NONE,0.984957196,1,0.015042803939924,0.125,0.1900000000000004,0.015042803939924,0.125
count,add,V,7.09,HYPER/HYPONYMS,0.89222031,1,0.107779690037241,0.14285714285714285,0.08999999999999986,0.107779690037241,0.14285714285714285
hurt,betray,V,3.82,NONE,0.771423147,1,0.228576853184048,0.1,0.06999999999999984,0.228576853184048,0.1
gain,obtain,V,7.64,HYPER/HYPONYMS,0.175514936,1,0.8244850637869449,0.5,0.13999999999999968,0.07448506378694486,0.0
produce,make,V,8.9,HYPER/HYPONYMS,0.29363186,1,0.7063681396783901,0.25,0.15000000000000036,0.20636813967839007,0.0
decline,advance,V,1.33,NONE,0.977861736,1,0.022138263669325,0.16666666666666666,0.08000000000000007,0.022138263669325,0.16666666666666666
yield,wait,V,5.64,NONE,0.905276737,1,0.09472326335067803,0.16666666666666666,0.13999999999999968,0.09472326335067803,0.16666666666666666
accumulate,grow,V,7.14,COHYPONYMS,0.89134882,1,0.108651180266427,0.14285714285714285,0.13999999999999968,0.108651180266427,0.14285714285714285
give,take,V,1.49,ANTONYMS,1.027839632,1,-0.027839631679017998,0.25,0.24,0.22216036832098202,0.0
deny,regret,V,1.0,NONE,0.87580686,1,0.124193139763105,0.16666666666666666,0.0,0.124193139763105,0.16666666666666666
watch,observe,V,9.46,HYPER/HYPONYMS,0.305302727,1,0.694697272564763,0.2,0.21000000000000085,0.194697272564763,0.2
gain,achieve,V,5.15,NONE,0.421296425,1,0.578703574834937,0.16666666666666666,0.15000000000000036,0.07870357483493695,0.16666666666666666
hurt,slap,V,4.65,NONE,0.8153321729999999,1,0.18466782744897,0.16666666666666666,0.15000000000000036,0.18466782744897,0.16666666666666666
