word1,word2,pos,sv_score,relation,cf_score,include,one_minus_cf
rationalize,talk,V,2.99,NONE,0.950485091,1,0.049514909103253
say,repeat,V,3.65,HYPER/HYPONYMS,0.790439611,1,0.209560389136527
stop,retain,V,2.32,ANTONYMS,0.853089163,1,0.146910836521505
run,sweat,V,3.32,NONE,0.93967544,1,0.060324559900154
flutter,move,V,5.98,HYPER/HYPONYMS,0.816440068,1,0.183559932409031
engage,start,V,5.81,NONE,0.333649322,1,0.666350677541412
recommend,advise,V,8.63,HYPER/HYPONYMS,0.334766131,1,0.665233869175993
delay,start,V,0.33,NONE,1.013762607,1,-0.013762607407275
give,pay,V,4.81,HYPER/HYPONYMS,0.494877752,1,0.505122248317948
amaze,surprise,V,8.13,HYPER/HYPONYMS,0.179041279,1,0.820958721090154
glide,soar,V,7.47,HYPER/HYPONYMS,0.812147397,1,0.187852603408847
melt,boil,V,4.48,NONE,0.752974331,1,0.247025668764815
spend,buy,V,6.97,NONE,0.713343505,1,0.286656494806328
dislike,despise,V,8.63,HYPER/HYPONYMS,0.291005633,1,0.708994367186889
break,fix,V,1.16,ANTONYMS,1.005561689,1,-0.005561689047773
give,demand,V,0.66,ANTONYMS,0.865338658,1,0.134661342156037
polish,rub,V,5.48,NONE,0.915581359,1,0.084418640918584
fail,succeed,V,1.49,ANTONYMS,1.010472349,1,-0.010472349275044
conquer,beat,V,8.47,COHYPONYMS,0.275551537,1,0.724448462905932
smother,cover,V,7.14,HYPER/HYPONYMS,0.977448152,1,0.022551847779972
die,decay,V,5.98,COHYPONYMS,0.890860187,1,0.109139813239164
assume,think,V,5.15,COHYPONYMS,0.491806866,1,0.508193133968387
go,run,V,2.82,HYPER/HYPONYMS,0.777024136,1,0.22297586420869
walk,run,V,2.99,COHYPONYMS,0.828946077,1,0.171053923153286
walk,roam,V,5.98,NONE,0.707317887,1,0.292682112656191
wait,stand,V,2.82,NONE,0.837120145,1,0.162879855415795
preview,review,V,5.15,NONE,0.837227144,1,0.162772855674715
judge,accuse,V,4.32,NONE,0.793787503,1,0.206212496839572
understand,acknowledge,V,5.48,NONE,0.397817641,1,0.602182359231469
leave,wait,V,0.66,NONE,0.873672004,1,0.126327995850714
dance,flash,V,0.66,NONE,0.918620724,1,0.081379276318831
desire,want,V,9.46,SYNONYMS,0.229062433,1,0.770937566593936
convince,believe,V,5.15,NONE,0.847364097,1,0.152635903079856
run,move,V,6.31,HYPER/HYPONYMS,0.849477512,1,0.150522487559417
humiliate,degrade,V,8.63,HYPER/HYPONYMS,0.24971439,1,0.75028561027641
move,unload,V,4.15,HYPER/HYPONYMS,0.945281215,1,0.054718785355196
take,abduct,V,7.47,HYPER/HYPONYMS,0.858779254,1,0.141220745843137
accuse,lie,V,0.66,NONE,0.866911175,1,0.133088824742345
scramble,mix,V,7.14,COHYPONYMS,0.833198775,1,0.166801225354325
multiply,reproduce,V,8.13,HYPER/HYPONYMS,0.689937489,1,0.310062510695912
win,fail,V,0.33,ANTONYMS,1.013705995,1,-0.013705995394284
insult,degrade,V,7.8,NONE,0.564988399,1,0.435011600739138
excuse,justify,V,5.15,HYPER/HYPONYMS,0.361407106,1,0.638592894418945
hate,disgust,V,4.98,NONE,0.485655591,1,0.514344408847524
hit,hurt,V,4.23,HYPER/HYPONYMS,0.620062514,1,0.379937485545997
succeed,excel,V,7.8,NONE,0.816646956,1,0.183353043945758
disappear,disintegrate,V,5.43,NONE,0.476084532,1,0.523915467731825
pay,raise,V,1.66,NONE,0.797736646,1,0.202263353581726
deny,stop,V,3.82,NONE,0.799155632,1,0.200844368386857
stand,sit,V,1.33,ANTONYMS,1.047931029,1,-0.047931029497714
worry,think,V,2.57,HYPER/HYPONYMS,0.743605453,1,0.256394547094062
exist,be,V,8.47,SYNONYMS,0.364403224,1,0.635596776332192
tire,tread,V,1.99,NONE,0.488949492,1,0.511050508095588
swim,tread,V,4.65,NONE,0.9309955,1,0.069004500150866
lay,sit,V,2.99,HYPER/HYPONYMS,1.094782007,1,-0.094782007335695
decompose,die,V,2.82,NONE,0.861431186,1,0.138568814110157
stay,sit,V,5.15,NONE,0.67457698,1,0.32542301994105
get,receive,V,7.97,HYPER/HYPONYMS,0.238183511,1,0.761816488987547
urge,convince,V,5.58,NONE,0.684864669,1,0.315135330665089
reappear,see,V,3.15,NONE,0.921020504,1,0.078979495991
drain,sink,V,3.15,NONE,0.603240865,1,0.396759135274628
deliver,arrive,V,4.68,NONE,0.728246309,1,0.271753691478707
think,suppose,V,6.64,HYPER/HYPONYMS,0.202809268,1,0.797190731559617
discover,find,V,9.13,SYNONYMS,0.219631609,1,0.780368391463229
lift,raise,V,9.13,SYNONYMS,0.536343946,1,0.463656053974682
play,enjoy,V,4.98,COHYPONYMS,0.722432741,1,0.277567259148836
incline,lean,V,5.81,SYNONYMS,0.733321565,1,0.266678434681448
climb,descend,V,0.33,NONE,1.145152156,1,-0.145152156090675
smear,smudge,V,8.13,SYNONYMS,0.450704986,1,0.549295013932679
mix,combine,V,8.13,SYNONYMS,0.253341407,1,0.746658592987794
advise,talk,V,4.81,HYPER/HYPONYMS,0.727440414,1,0.272559585876064
achieve,fail,V,0.15,NONE,0.972383774,1,0.027616225670677
obtain,take,V,7.64,HYPER/HYPONYMS,0.689141502,1,0.310858498463808
assume,predict,V,3.98,NONE,0.728506077,1,0.271493922905154
punch,slap,V,5.31,NONE,0.497859286,1,0.502140713901227
attach,combine,V,6.64,NONE,0.774876477,1,0.22512352338682
walk,tread,V,6.97,HYPER/HYPONYMS,0.763117114,1,0.236882885823859
learn,educate,V,3.49,HYPER/HYPONYMS,0.528572219,1,0.471427780877625
pull,grab,V,3.49,NONE,0.757243462,1,0.242756537705621
ascend,fall,V,0.66,ANTONYMS,1.137860918,1,-0.137860918150441
defend,attack,V,1,ANTONYMS,1.061242127,1,-0.061242127326652
build,restore,V,4.98,NONE,0.857327193,1,0.142672807168042
forget,remind,V,0.5,NONE,1.009287438,1,-0.009287438020954
correct,disprove,V,2.26,NONE,0.943217937,1,0.056782063213176
drink,sip,V,7.64,HYPER/HYPONYMS,0.562337324,1,0.43766267618536
bound,jump,V,5.64,SYNONYMS,0.983187078,1,0.016812922300228
stare,watch,V,7.64,NONE,0.578832187,1,0.421167812592276
scramble,run,V,4.65,COHYPONYMS,0.857593342,1,0.142406657977072
beat,pelt,V,4.81,NONE,0.952703349,1,0.047296650798942
judge,criticize,V,5.98,NONE,0.818644681,1,0.181355319309361
save,protect,V,7.97,NONE,0.612288878,1,0.387711122194488
run,avoid,V,3.98,NONE,0.852501749,1,0.147498251350367
join,belong,V,5.98,NONE,0.70400098,1,0.295999020091894
cast,throw,V,4.98,SYNONYMS,0.371332232,1,0.628667768171591
aid,help,V,9.3,SYNONYMS,0.029488232,1,0.970511767672876
beware,warn,V,7.14,NONE,0.503225696,1,0.496774304188833
tie,fasten,V,7.8,HYPER/HYPONYMS,0.180658613,1,0.819341386511689
play,amuse,V,4.81,NONE,0.760545976,1,0.239454024458646
tell,renounce,V,1.66,NONE,0.947824852,1,0.052175147729339
respect,adore,V,4.65,NONE,0.766124665,1,0.233875334502929
lick,bite,V,1.99,NONE,0.617068826,1,0.38293117391674
save,collect,V,4.65,NONE,0.888928145,1,0.111071855233525
announce,inform,V,7.8,HYPER/HYPONYMS,0.582794264,1,0.417205735818714
bring,forget,V,0.66,NONE,0.941697944,1,0.058302056200734
drink,pour,V,2.32,NONE,0.925014339,1,0.074985661226962
steal,kidnap,V,6.14,NONE,0.731903968,1,0.268096032109413
strip,tease,V,2.99,NONE,0.913264781,1,0.086735218855723
bother,annoy,V,8.96,SYNONYMS,0.153940096,1,0.846059904047122
take,unload,V,2.16,HYPER/HYPONYMS,0.906342409,1,0.093657591427722
alter,rearrange,V,6.31,NONE,0.73550855,1,0.264491450330497
vanish,disintegrate,V,6.64,NONE,0.440443916,1,0.559556083989159
stink,smell,V,8.63,HYPER/HYPONYMS,0.189657689,1,0.810342311461539
yearn,strive,V,5.15,NONE,0.433744411,1,0.566255588742965
ask,receive,V,0.5,NONE,0.822157887,1,0.177842112701552
wiggle,dance,V,5.15,NONE,0.79569251,1,0.204307489743843
carry,deliver,V,3.82,HYPER/HYPONYMS,0.599601728,1,0.400398272340244
repair,break,V,0.17,ANTONYMS,1.076365928,1,-0.076365928389744
stop,interrupt,V,5.98,HYPER/HYPONYMS,0.347278663,1,0.652721337170352
move,advance,V,6.81,HYPER/HYPONYMS,0.773360454,1,0.22663954573144
limp,walk,V,3.82,HYPER/HYPONYMS,0.95722545,1,0.042774550153345
disgust,offend,V,8.3,HYPER/HYPONYMS,0.691183678,1,0.308816321575553
smother,kiss,V,2.66,NONE,0.815265445,1,0.184734554773002
break,escape,V,2.82,HYPER/HYPONYMS,0.74766924,1,0.252330760487379
keep,stay,V,3.15,HYPER/HYPONYMS,0.314633081,1,0.685366919391595
keep,take,V,2.66,HYPER/HYPONYMS,0.625871849,1,0.374128150960959
admire,respect,V,7.14,HYPER/HYPONYMS,0.721698959,1,0.278301041153655
slip,fall,V,6.94,NONE,0.351888015,1,0.648111985305723
release,press,V,0.83,NONE,0.754206076,1,0.245793924492582
participate,join,V,5.64,NONE,0.392875823,1,0.607124176552167
know,perceive,V,4.98,NONE,0.673126915,1,0.326873085383788
look,glare,V,5.15,HYPER/HYPONYMS,0.642939271,1,0.357060729039687
rebel,yell,V,1.81,NONE,0.880898122,1,0.119101878289787
wiggle,tickle,V,2.32,NONE,0.789737045,1,0.210262955274103
refuse,agree,V,0.66,NONE,1.040909891,1,-0.040909891206504
spring,fall,V,1,NONE,0.87138675,1,0.128613249766767
save,accumulate,V,6.94,NONE,0.984957196,1,0.015042803939924
count,add,V,7.09,HYPER/HYPONYMS,0.89222031,1,0.107779690037241
hurt,betray,V,3.82,NONE,0.771423147,1,0.228576853184048
gain,obtain,V,7.64,HYPER/HYPONYMS,0.175514936,1,0.824485063786945
produce,make,V,8.9,HYPER/HYPONYMS,0.29363186,1,0.70636813967839
decline,advance,V,1.33,NONE,0.977861736,1,0.022138263669325
yield,wait,V,5.64,NONE,0.905276737,1,0.094723263350678
accumulate,grow,V,7.14,COHYPONYMS,0.89134882,1,0.108651180266427
give,take,V,1.49,ANTONYMS,1.027839632,1,-0.027839631679018
deny,regret,V,1,NONE,0.87580686,1,0.124193139763105
watch,observe,V,9.46,HYPER/HYPONYMS,0.305302727,1,0.694697272564763
gain,achieve,V,5.15,NONE,0.421296425,1,0.578703574834937
hurt,slap,V,4.65,NONE,0.815332173,1,0.18466782744897
dismiss,release,V,5.81,NONE,0.762261262,1,0.237738737768789
perceive,see,V,7.97,HYPER/HYPONYMS,0.708835549,1,0.29116445132214
assault,kill,V,5.81,NONE,0.79852342,1,0.201476579878296
follow,search,V,2.49,NONE,0.78895676,1,0.211043239634331
see,preview,V,7.97,HYPER/HYPONYMS,0.812848286,1,0.187151714014237
reply,speak,V,5.48,NONE,0.721960678,1,0.278039321826283
suggest,talk,V,2.82,NONE,0.730438914,1,0.269561085820028
hate,glare,V,4.15,NONE,0.895206829,1,0.104793171251118
finish,graduate,V,5.31,NONE,0.858911119,1,0.141088880759746
stay,leave,V,0.17,ANTONYMS,0.956377756,1,0.043622243640318
calculate,compute,V,6.64,SYNONYMS,0.135570531,1,0.864429469164286
break,sprain,V,4.48,NONE,0.495243593,1,0.504756407478234
start,stop,V,0.33,ANTONYMS,1.0488637,1,-0.048863700404428
broil,fry,V,3.32,NONE,0.650297296,1,0.349702703672497
cry,disappoint,V,1.16,NONE,0.887534141,1,0.112465859268674
fly,flap,V,4.32,NONE,0.897002908,1,0.102997092250072
elect,win,V,4.15,NONE,0.865182378,1,0.134817621873942
disappear,reappear,V,0.66,NONE,0.547142343,1,0.452857657159797
leave,avoid,V,3.65,NONE,0.849561606,1,0.150438394417218
preview,sneak,V,3.32,NONE,0.879278641,1,0.120721359420703
hunt,find,V,6.97,NONE,0.730171963,1,0.26982803653937
carry,haul,V,8.3,HYPER/HYPONYMS,0.715154776,1,0.284845224268188
aim,strive,V,7.8,NONE,0.341620856,1,0.658379143953784
crave,desire,V,8.63,HYPER/HYPONYMS,0.517305633,1,0.482694366987147
assault,fight,V,7.24,NONE,0.682157094,1,0.317842906293854
talk,sing,V,2.99,HYPER/HYPONYMS,0.839018759,1,0.160981241189473
demolish,smash,V,8.47,SYNONYMS,0.542816229,1,0.457183770623108
say,do,V,1.33,NONE,0.769522788,1,0.230477211532645
forbid,permit,V,0.66,ANTONYMS,1.101564078,1,-0.101564077878722
stab,kill,V,4.81,NONE,0.612354819,1,0.387645181239852
refuse,decline,V,9.13,SYNONYMS,0.684633334,1,0.315366666126374
disown,leave,V,6.04,ANTONYMS,0.805160868,1,0.194839131792778
usurp,take,V,4.65,HYPER/HYPONYMS,0.887784674,1,0.112215325865131
know,comprehend,V,7.64,NONE,0.312494232,1,0.68750576821109
sing,dance,V,1.99,NONE,0.663801568,1,0.336198432393628
fight,defend,V,6.47,HYPER/HYPONYMS,0.788642368,1,0.211357631557979
deal,barter,V,7.3,NONE,0.753298077,1,0.246701922707113
repress,hold,V,5.81,HYPER/HYPONYMS,0.907084103,1,0.092915896996459
cough,swallow,V,1.99,NONE,0.874442808,1,0.125557191532406
scare,scream,V,2.49,NONE,0.752979739,1,0.247020260833717
give,deny,V,1.33,NONE,0.967300987,1,0.032699013369114
stop,ban,V,6.34,NONE,0.763662755,1,0.236337245299584
stop,refrain,V,6.47,NONE,0.564196399,1,0.435803600541421
acquire,ask,V,1.16,NONE,0.945643882,1,0.054356118052499
originate,discover,V,3.49,NONE,0.746636103,1,0.25336389744702
holler,scream,V,7.8,SYNONYMS,0.088980483,1,0.91101951699192
fight,argue,V,7.14,NONE,0.711892308,1,0.288107692474
dump,throw,V,4.15,NONE,0.508355873,1,0.491644126620686
connect,attach,V,7.64,HYPER/HYPONYMS,0.24199581,1,0.75800419008637
rub,pat,V,5.31,NONE,0.927868914,1,0.072131085951781
hurt,stab,V,5.28,HYPER/HYPONYMS,0.76740811,1,0.232591890243023
allow,admit,V,7.64,HYPER/HYPONYMS,0.369866784,1,0.630133215588623
know,define,V,4.15,NONE,0.900104405,1,0.099895594758967
choke,kill,V,5.64,NONE,0.799179686,1,0.200820314163452
wreck,smash,V,8.3,NONE,0.605635566,1,0.39436443416643
correct,prove,V,3.98,NONE,0.860719021,1,0.139280978671149
take,get,V,4.81,HYPER/HYPONYMS,0.59297973,1,0.407020269928756
earn,make,V,5.98,SYNONYMS,0.590758242,1,0.409241758396375
bring,take,V,2.11,SYNONYMS,0.33435186,1,0.665648140014105
snuggle,cuddle,V,8.47,SYNONYMS,0.000148327,1,0.99985167261986
release,pardon,V,6.31,NONE,0.895299301,1,0.10470069857101
fill,pour,V,6.14,NONE,0.973330936,1,0.026669063864184
select,pick,V,9.63,HYPER/HYPONYMS,0.09485995,1,0.905140049681891
select,choose,V,9.13,SYNONYMS,0.010735376,1,0.989264623610276
hunt,shoot,V,7.14,NONE,0.812899517,1,0.187100483303125
enjoy,hate,V,0.17,ANTONYMS,0.994164813,1,0.005835187439987
stand,kneel,V,0.66,COHYPONYMS,0.922845393,1,0.077154606754761
judge,decide,V,6.81,HYPER/HYPONYMS,0.607470392,1,0.392529608483554
use,abuse,V,2.99,HYPER/HYPONYMS,0.723691789,1,0.2763082112474
kiss,embrace,V,6.31,NONE,0.341479714,1,0.658520286001954
beat,assault,V,7.8,NONE,0.532402671,1,0.467597329148191
bury,die,V,3.32,NONE,0.713673452,1,0.286326548019099
overpower,struggle,V,1.99,NONE,0.664033507,1,0.335966492568457
ban,forbid,V,9.13,HYPER/HYPONYMS,0.01456804,1,0.985431960153005
forget,know,V,1.16,NONE,0.998026719,1,0.001973280626221
pinch,bite,V,2.49,COHYPONYMS,0.838270747,1,0.161729253319731
stretch,reach,V,6.31,COHYPONYMS,0.925938888,1,0.074061111894905
conquer,divide,V,1,NONE,0.938011689,1,0.061988310517946
hear,listen,V,6.64,SYNONYMS,0.115958875,1,0.884041125046915
drag,haul,V,8.45,COHYPONYMS,0.697884411,1,0.302115589135901
spill,drink,V,1.49,NONE,0.899569972,1,0.100430028202566
ignore,neglect,V,8.96,SYNONYMS,0.2446228,1,0.755377199556197
avoid,neglect,V,5.31,NONE,0.75797049,1,0.242029510408968
wrap,foil,V,2.99,COHYPONYMS,0.910357721,1,0.089642278745867
need,want,V,1.99,SYNONYMS,0.702966005,1,0.297033994524831
give,keep,V,0.83,HYPER/HYPONYMS,1.013113176,1,-0.013113176451152
imitate,mimic,V,9.63,HYPER/HYPONYMS,0.01250907,1,0.987490929841673
prove,convince,V,5.48,NONE,0.711865104,1,0.288134895724913
keep,reserve,V,6.81,HYPER/HYPONYMS,0.780880141,1,0.21911985949046
carry,lift,V,7.3,HYPER/HYPONYMS,0.868327803,1,0.131672196928529
decrease,descend,V,5.81,NONE,0.868077859,1,0.131922141244831
write,compose,V,6.81,SYNONYMS,0.684461635,1,0.315538364506935
show,see,V,5.15,NONE,0.71770154,1,0.282298460322037
relax,sit,V,4.48,NONE,0.821869902,1,0.178130098194383
create,design,V,8.13,HYPER/HYPONYMS,0.57275088,1,0.427249119716127
build,create,V,6.64,HYPER/HYPONYMS,0.27151671,1,0.728483289533419
tear,sob,V,5.31,COHYPONYMS,0.659284637,1,0.340715363304178
hurt,criticize,V,3.65,NONE,0.764570587,1,0.235429412614375
play,participate,V,4.81,COHYPONYMS,0.720193257,1,0.279806742529282
kill,smash,V,5.48,COHYPONYMS,0.840324665,1,0.159675335160053
do,accomplish,V,6.97,HYPER/HYPONYMS,0.539897541,1,0.460102458570778
shake,wag,V,5.81,HYPER/HYPONYMS,0.385528724,1,0.614471276138712
spill,splash,V,4.48,NONE,0.640827459,1,0.359172540882428
gather,meet,V,7.47,SYNONYMS,0.572204128,1,0.427795872100842
hold,cuddle,V,6.47,HYPER/HYPONYMS,0.926391418,1,0.073608581620272
decrease,reduce,V,9.63,HYPER/HYPONYMS,0.075356362,1,0.924643637859487
instruct,direct,V,6.47,HYPER/HYPONYMS,0.701903088,1,0.298096911858423
advise,tell,V,8.13,HYPER/HYPONYMS,0.569160551,1,0.430839449028416
divide,add,V,0,COHYPONYMS,0.945907506,1,0.054092493702241
shine,glare,V,3.65,HYPER/HYPONYMS,0.306414542,1,0.693585457983902
glide,float,V,5.48,COHYPONYMS,0.682013228,1,0.31798677231491
rebel,fight,V,6.47,NONE,0.767406195,1,0.232593805035642
sit,jump,V,1.33,NONE,1.008886914,1,-0.008886913728413
evaluate,think,V,7.97,HYPER/HYPONYMS,0.791690598,1,0.208309401542865
move,crawl,V,3.65,HYPER/HYPONYMS,0.812398075,1,0.187601924841498
comfort,help,V,6.14,NONE,0.698906301,1,0.301093698999815
weep,cry,V,9.3,SYNONYMS,0.101460632,1,0.898539368048657
recommend,help,V,4.98,NONE,0.794688239,1,0.205311761412059
speak,whisper,V,5.15,HYPER/HYPONYMS,0.791974372,1,0.208025628241394
glow,burn,V,4.32,SYNONYMS,0.702634386,1,0.297365614459512
annihilate,destroy,V,8.8,NONE,0.182307014,1,0.81769298576948
erupt,blow,V,5.64,NONE,0.490165922,1,0.509834077968312
say,ask,V,4.15,HYPER/HYPONYMS,0.717499996,1,0.28250000383753
ask,want,V,3.15,COHYPONYMS,0.686161011,1,0.313838988999908
touch,rub,V,5.64,HYPER/HYPONYMS,0.838659293,1,0.161340706745151
attract,like,V,3.32,NONE,0.844143953,1,0.155856047378601
excuse,pardon,V,9.63,SYNONYMS,0.39049589,1,0.609504109631407
attend,participate,V,4.15,NONE,0.330111161,1,0.669888838542897
disintegrate,deteriorate,V,6.34,NONE,0.483196605,1,0.516803394598931
hug,embrace,V,8.63,SYNONYMS,0.228935403,1,0.771064596884894
look,listen,V,1.16,NONE,0.266399442,1,0.733600557974534
capture,seize,V,8.3,HYPER/HYPONYMS,0.25040444,1,0.749595559596224
complain,argue,V,5.31,NONE,0.529420992,1,0.470579008237331
hang,hold,V,3.82,HYPER/HYPONYMS,0.839099107,1,0.160900893212587
inquire,ask,V,8.47,SYNONYMS,0.459567491,1,0.540432509434089
acknowledge,show,V,2.82,NONE,0.906806631,1,0.093193369244432
pinch,hurt,V,5.64,NONE,0.964098691,1,0.035901309499132
pause,wait,V,8.8,HYPER/HYPONYMS,0.740288129,1,0.259711870651907
know,predict,V,3.49,NONE,0.866971754,1,0.133028246158998
defeat,overcome,V,6.81,SYNONYMS,0.277654139,1,0.722345861350984
shake,wiggle,V,6.31,HYPER/HYPONYMS,0.430687513,1,0.569312486801237
take,borrow,V,5.81,HYPER/HYPONYMS,0.797503986,1,0.202496014048891
trail,lead,V,2.32,NONE,0.702831522,1,0.297168477646697
hear,speak,V,1,NONE,0.614848713,1,0.385151287070051
use,borrow,V,3.65,NONE,0.830882677,1,0.169117322740019
vary,change,V,8.63,SYNONYMS,0.283645978,1,0.71635402153467
analyze,evaluate,V,8.13,NONE,0.539395081,1,0.460604919377771
run,roam,V,4.15,NONE,0.912802492,1,0.087197507547129
reach,get,V,6.81,HYPER/HYPONYMS,0.27227997,1,0.727720030102349
lose,keep,V,0,ANTONYMS,1.035541149,1,-0.035541149477784
argue,demand,V,3.82,NONE,0.611281807,1,0.388718192673
crunch,smash,V,6.81,NONE,0.810807885,1,0.189192114589593
stir,mix,V,8.3,NONE,0.436613257,1,0.563386743277964
reach,grasp,V,4.15,NONE,0.672721171,1,0.327278829235149
reject,take,V,0.33,ANTONYMS,0.963254827,1,0.036745173066837
prefer,choose,V,5.64,SYNONYMS,0.534922103,1,0.465077896600936
push,tug,V,0.66,SYNONYMS,0.932216906,1,0.067783093595729
hit,kick,V,4.65,HYPER/HYPONYMS,0.659105813,1,0.340894187189112
smear,spread,V,7.97,NONE,0.802562951,1,0.197437048620185
crash,demolish,V,5.15,NONE,0.746123261,1,0.253876738509033
gain,succeed,V,4.15,NONE,0.57986643,1,0.420133570359934
burn,cook,V,2.66,COHYPONYMS,0.836543493,1,0.16345650669823
strive,excel,V,5.15,NONE,0.898371535,1,0.101628464706874
destroy,perish,V,3.98,NONE,0.706204234,1,0.293795765883416
remain,leave,V,0.5,NONE,0.850187834,1,0.149812166008219
tear,sew,V,0.5,NONE,0.81801696,1,0.181983039921492
engage,begin,V,6.14,NONE,0.234939154,1,0.765060845686833
descend,come,V,2.82,SYNONYMS,0.908769719,1,0.091230280810267
neglect,forget,V,4.32,HYPER/HYPONYMS,0.223904791,1,0.776095208937133
believe,understand,V,3.98,HYPER/HYPONYMS,0.516417376,1,0.483582623823291
stay,retain,V,4.65,NONE,0.414095932,1,0.585904068478119
become,succeed,V,3.98,NONE,0.759728852,1,0.240271148013604
understand,realize,V,7.97,SYNONYMS,0.32306053,1,0.676939470123319
make,build,V,9.3,HYPER/HYPONYMS,0.575398658,1,0.424601342189842
erode,fade,V,5.89,NONE,0.683250349,1,0.316749651126374
laugh,chuck,V,2.49,NONE,0.950876769,1,0.049123231380005
touch,reach,V,3.65,SYNONYMS,0.724726079,1,0.275273921032273
cook,grill,V,6.64,HYPER/HYPONYMS,0.713947823,1,0.286052177272147
look,watch,V,8.3,NONE,0.431725012,1,0.568274988073972
laugh,cry,V,0,ANTONYMS,1.12396548,1,-0.123965480220585
yield,give,V,6.31,SYNONYMS,0.616833485,1,0.383166514676952
take,refuse,V,1.66,ANTONYMS,1.013653812,1,-0.01365381208784
tell,explain,V,6.64,HYPER/HYPONYMS,0.459642451,1,0.540357549390242
plead,beg,V,9.46,HYPER/HYPONYMS,0.674420651,1,0.325579349309478
want,beg,V,3.15,NONE,0.758755357,1,0.24124464285896
participate,say,V,3.82,NONE,0.83038157,1,0.16961843000983
allow,permit,V,9.63,SYNONYMS,0.134800051,1,0.865199949155913
erupt,burst,V,6.97,HYPER/HYPONYMS,0.38050328,1,0.619496720277859
capture,escape,V,0.5,NONE,0.784010027,1,0.21598997326431
beat,pounce,V,2.82,NONE,0.691634741,1,0.308365258939718
broil,boil,V,2.99,NONE,0.611124867,1,0.388875132608422
arrive,come,V,7.14,SYNONYMS,0.146482376,1,0.853517624096028
disown,forget,V,1.66,NONE,0.779427464,1,0.220572535748971
seize,stop,V,5.81,HYPER/HYPONYMS,0.796880575,1,0.203119425430969
request,want,V,6.47,HYPER/HYPONYMS,0.69852268,1,0.301477320425402
rush,hustle,V,6.97,NONE,0.808207258,1,0.191792741865655
admire,want,V,4.81,NONE,0.671685251,1,0.32831474942114
rescue,help,V,6.47,NONE,0.740305788,1,0.25969421202776
cry,worry,V,3.65,NONE,0.764817701,1,0.235182298786236
stop,repress,V,5.98,NONE,0.789600919,1,0.210399081317592
imagine,think,V,7.64,HYPER/HYPONYMS,0.217915762,1,0.782084237602652
control,run,V,1.36,HYPER/HYPONYMS,0.805903242,1,0.194096758088825
try,do,V,4.32,NONE,0.797814568,1,0.202185432366189
pull,tug,V,9.3,HYPER/HYPONYMS,0.695352856,1,0.304647143744131
beat,win,V,8.13,NONE,0.545376957,1,0.454623042893463
add,subtract,V,1.16,ANTONYMS,1.054896112,1,-0.054896112156474
overpower,dominate,V,8.47,NONE,0.130191013,1,0.869808987271164
swoon,fall,V,5.64,NONE,0.705333851,1,0.294666149167908
realize,acknowledge,V,7.64,NONE,0.446845461,1,0.553154538686804
beg,steal,V,0.5,NONE,0.88716522,1,0.112834779557112
flex,bend,V,7.97,SYNONYMS,0.92823339,1,0.071766610269372
mistreat,abuse,V,8.96,SYNONYMS,0.074771482,1,0.925228518431195
toil,sweat,V,5.48,NONE,0.858117209,1,0.14188279092058
lose,compete,V,1.49,NONE,0.970160451,1,0.029839548907225
see,visit,V,6.14,SYNONYMS,0.5540606,1,0.445939399849218
decline,fall,V,6.31,HYPER/HYPONYMS,0.095947856,1,0.904052143723387
waste,save,V,1,NONE,0.91522006,1,0.084779939510247
worry,doubt,V,5.89,NONE,0.706876041,1,0.293123958791004
leave,stray,V,5.64,NONE,0.917392011,1,0.08260798944105
criticize,complain,V,4.81,NONE,0.65583556,1,0.344164440353793
show,tell,V,2.82,HYPER/HYPONYMS,0.76013539,1,0.239864609848549
understand,know,V,6.34,NONE,0.289868862,1,0.710131137752085
attend,miss,V,0.5,ANTONYMS,1.02370713,1,-0.023707129695469
decline,deny,V,6.81,NONE,0.788105774,1,0.211894226101818
bound,tie,V,8.96,SYNONYMS,0.309487495,1,0.690512505153994
avoid,dislike,V,3.62,NONE,0.913305811,1,0.086694189064654
climb,hike,V,7.64,NONE,0.145601447,1,0.854398552943777
fall,jump,V,1.49,HYPER/HYPONYMS,0.812719189,1,0.187280811099565
like,prefer,V,8.8,HYPER/HYPONYMS,0.665618804,1,0.334381195749259
laugh,ridicule,V,4.65,NONE,0.592883337,1,0.407116662962044
show,direct,V,6.64,HYPER/HYPONYMS,0.886221881,1,0.113778119374816
stamp,collect,V,1.16,NONE,0.970535395,1,0.029464605073376
recommend,like,V,3.98,NONE,0.888423498,1,0.111576502483403
flee,run,V,8.3,HYPER/HYPONYMS,0.6825133,1,0.317486700443075
lend,borrow,V,3.49,ANTONYMS,0.915680039,1,0.084319960649075
criticize,argue,V,4.65,NONE,0.772917834,1,0.22708216625536
smother,hug,V,3.98,NONE,0.755676722,1,0.244323278430988
obtain,steal,V,3.98,NONE,0.832374834,1,0.167625165895085
catch,receive,V,6.97,COHYPONYMS,0.723574988,1,0.276425011569769
stare,glare,V,5.98,HYPER/HYPONYMS,0.492947502,1,0.507052498462461
stir,fry,V,1.83,NONE,0.825400522,1,0.174599477831065
talk,explain,V,5.98,NONE,0.610042698,1,0.389957301719837
perceive,get,V,3.98,HYPER/HYPONYMS,0.371864349,1,0.628135651412566
leave,walk,V,1.83,NONE,0.950842492,1,0.049157508151353
reappear,repeat,V,2.82,NONE,0.732955644,1,0.267044355995598
